ZTF20abmbxrq 0.08918276 334.875731 -3.513239
filter ztfg
59060.376 18.933 0.023 
59062.394 18.977 0.072 
59063.458 18.987 0.074 
59069.335 19.261 0.065 
59073.333 19.683 0.063 
59073.351 19.656 0.061 
59079.323 20.298 0.081 
59084.383 20.952 0.154 
59084.384 20.562 0.127 
59084.384 20.924 0.163 
59088.353 21.296 0.280 
59089.344 20.843 0.272 
59089.358 21.052 0.257 
59090.352 20.501 0.242 
59091.378 20.635 0.305 
filter ztfr
59046.399 20.181 0.076 
59049.401 19.529 0.045 
59052.399 19.268 0.029 
59055.370 19.099 0.029 
59060.399 18.955 0.024 
59061.360 18.791 0.032 
59061.361 18.884 0.037 
59063.378 18.882 0.076 
59069.405 19.185 0.043 
59073.441 19.519 0.054 
59076.357 19.570 0.049 
59079.357 19.665 0.060 
59082.269 19.762 0.079 
59086.389 19.759 0.054 
59088.357 19.731 0.086 
59098.318 20.253 0.148 
59098.319 20.241 0.156 
59098.368 20.294 0.165 
59107.300 20.612 0.183 
59111.255 20.791 0.146 
59114.274 20.901 0.171 
