ZTF20aahirqq 0.066147 10.189578 8.991043
filter ztfg
58871.166 18.928 0.115 
58872.154 18.813 0.070 
58875.131 18.486 0.048 
58880.111 18.567 0.065 
58885.111 18.659 0.115 
58892.125 19.058 0.088 
58895.132 19.329 0.148 
filter ztfr
58871.089 18.758 0.101 
58872.115 18.561 0.084 
58875.093 18.469 0.071 
58880.149 18.354 0.081 
58885.132 18.283 0.118 
58892.117 18.857 0.086 
58892.133 18.633 0.082 
58895.120 18.923 0.122 
58896.105 19.131 0.205 
58896.110 19.059 0.145 
58896.115 18.900 0.124 
58896.120 18.897 0.125 
58898.105 19.074 0.229 
58898.115 19.193 0.185 
58900.121 18.392 0.203 
