ZTF19acfmwlh 0.062326 34.641184 6.67787
filter ztfg
58782.308 18.235 0.016 
58782.312 18.289 0.015 
58785.326 18.201 0.020 
58785.328 18.199 0.017 
58785.329 18.199 0.018 
58788.357 18.277 0.020 
58791.295 18.435 0.019 
58800.216 19.113 0.155 
58803.189 19.360 0.153 
58806.194 19.805 0.068 
58811.206 20.827 0.212 
58811.207 20.896 0.208 
58811.211 20.218 0.127 
58819.209 20.235 0.139 
58833.146 21.186 0.304 
filter ztfr
58773.314 19.464 0.096 
58773.321 19.355 0.090 
58773.322 19.550 0.097 
58774.275 19.403 0.112 
58774.275 19.269 0.105 
58775.341 19.087 0.040 
58775.341 18.949 0.034 
58776.282 18.861 0.041 
58776.293 18.876 0.051 
58776.293 18.835 0.052 
58777.311 18.652 0.034 
58777.312 18.585 0.041 
58778.196 18.583 0.043 
58778.199 18.567 0.038 
58778.200 18.655 0.041 
58778.203 18.593 0.039 
58778.205 18.633 0.043 
58778.209 18.655 0.042 
58778.285 18.615 0.045 
58778.288 18.526 0.041 
58778.290 18.541 0.038 
58778.334 18.556 0.032 
58778.338 18.587 0.039 
58778.341 18.545 0.042 
58778.347 18.560 0.052 
58778.352 18.573 0.039 
58778.354 18.605 0.043 
58778.357 18.631 0.045 
58778.361 18.546 0.039 
58778.362 18.595 0.036 
58778.366 18.547 0.042 
58778.369 18.506 0.043 
58778.371 18.547 0.043 
58778.419 18.580 0.038 
58778.422 18.542 0.040 
58778.425 18.590 0.043 
58778.429 18.653 0.051 
58778.431 18.586 0.055 
58778.432 18.461 0.046 
58778.437 18.495 0.040 
58778.439 18.671 0.051 
58778.442 18.606 0.048 
58778.444 18.531 0.038 
58778.448 18.535 0.042 
58778.450 18.665 0.047 
58778.453 18.457 0.035 
58778.455 18.583 0.043 
58779.196 18.486 0.035 
58779.199 18.469 0.031 
58779.200 18.506 0.030 
58779.203 18.507 0.030 
58779.205 18.538 0.029 
58779.209 18.487 0.028 
58779.251 18.492 0.022 
58779.257 18.487 0.025 
58779.260 18.500 0.030 
58779.263 18.435 0.022 
58779.267 18.492 0.025 
58779.269 18.472 0.023 
58779.275 18.485 0.025 
58779.283 18.522 0.026 
58779.285 18.501 0.027 
58779.288 18.511 0.026 
58779.315 18.469 0.023 
58779.334 18.452 0.023 
58779.338 18.433 0.025 
58779.341 18.498 0.025 
58779.343 18.499 0.025 
58779.347 18.460 0.024 
58779.349 18.533 0.025 
58779.352 18.453 0.023 
58779.355 18.454 0.022 
58779.357 18.509 0.023 
58779.362 18.479 0.021 
58779.362 18.488 0.023 
58779.366 18.414 0.021 
58779.369 18.532 0.024 
58779.371 18.483 0.023 
58779.422 18.551 0.029 
58779.429 18.450 0.024 
58779.431 18.490 0.027 
58779.433 18.491 0.028 
58779.437 18.538 0.031 
58779.440 18.482 0.028 
58779.445 18.428 0.030 
58779.449 18.486 0.029 
58779.451 18.426 0.029 
58779.454 18.431 0.030 
58779.456 18.508 0.031 
58781.196 18.322 0.047 
58781.199 18.321 0.037 
58781.200 18.339 0.040 
58781.203 18.314 0.041 
58781.205 18.396 0.048 
58781.209 18.339 0.038 
58781.251 18.350 0.039 
58781.254 18.410 0.041 
58781.256 18.313 0.037 
58781.260 18.341 0.039 
58781.262 18.292 0.040 
58781.267 18.407 0.047 
58781.269 18.320 0.042 
58781.270 18.366 0.035 
58781.274 18.347 0.044 
58781.278 18.294 0.045 
58781.280 18.298 0.050 
58781.283 18.392 0.041 
58781.285 18.355 0.052 
58781.287 18.373 0.063 
58781.341 18.342 0.047 
58781.343 18.411 0.050 
58781.348 18.406 0.051 
58781.358 18.356 0.056 
58781.362 18.333 0.056 
58781.366 18.403 0.059 
58781.372 18.274 0.048 
58781.422 18.300 0.038 
58781.425 18.319 0.035 
58781.429 18.322 0.043 
58781.431 18.363 0.050 
58781.433 18.274 0.051 
58781.437 18.281 0.041 
58781.440 18.296 0.041 
58781.443 18.237 0.049 
58781.445 18.316 0.042 
58781.449 18.244 0.053 
58781.451 18.405 0.059 
58781.453 18.263 0.043 
58781.456 18.382 0.056 
58782.327 18.331 0.019 
58783.313 18.244 0.020 
58786.342 18.240 0.043 
58786.343 18.133 0.042 
58787.263 18.176 0.025 
58787.264 18.150 0.024 
58788.282 18.122 0.019 
58789.291 18.181 0.018 
58789.291 18.192 0.020 
58794.296 18.414 0.031 
58801.313 18.745 0.068 
58803.296 18.865 0.047 
58803.312 18.853 0.043 
58803.312 18.808 0.039 
58803.336 18.771 0.042 
58806.248 18.928 0.033 
58811.300 19.017 0.069 
58812.220 19.006 0.034 
58812.220 18.988 0.040 
58812.222 18.940 0.035 
58833.211 20.049 0.156 
58836.092 20.042 0.164 
58846.126 20.334 0.154 
