ZTF20acqfssi 0.06233024 94.1635 -21.499801
filter ztfg
59165.440 20.266 0.142 
59166.446 19.797 0.086 
59168.461 19.213 0.102 
59169.463 18.915 0.065 
59170.420 18.636 0.035 
59171.399 18.512 0.026 
59176.376 18.090 0.016 
59177.397 18.087 0.025 
59184.419 18.064 0.054 
59185.434 18.109 0.058 
59188.398 18.341 0.046 
59190.356 18.412 0.046 
59193.365 18.622 0.038 
59202.336 19.307 0.108 
59203.338 19.468 0.104 
59203.339 19.447 0.120 
59204.334 19.412 0.127 
59218.314 20.123 0.204 
59223.314 20.533 0.203 
59225.335 20.666 0.265 
filter ztfr
59166.499 19.853 0.159 
59168.420 19.147 0.096 
59169.408 18.835 0.087 
59169.416 19.050 0.064 
59169.416 18.962 0.063 
59171.440 18.612 0.043 
59176.418 18.187 0.032 
59178.341 18.121 0.035 
59181.308 18.119 0.059 
59181.308 18.230 0.083 
59182.389 18.054 0.036 
59182.390 18.090 0.036 
59182.397 18.069 0.044 
59184.354 18.052 0.042 
59184.462 18.174 0.064 
59185.327 18.118 0.039 
59185.328 18.136 0.041 
59187.307 18.259 0.052 
59187.308 18.300 0.063 
59194.331 18.647 0.037 
59196.313 18.752 0.059 
59198.420 18.962 0.103 
59202.311 18.863 0.051 
59202.311 18.899 0.050 
59203.422 19.019 0.116 
59204.357 18.793 0.060 
59205.245 19.044 0.071 
59205.245 18.977 0.060 
59205.331 18.916 0.079 
59215.309 19.529 0.251 
59215.310 18.837 0.149 
59216.293 19.336 0.105 
59217.310 19.308 0.101 
59217.311 19.554 0.119 
59217.334 19.265 0.107 
59223.293 19.641 0.135 
59225.272 19.629 0.114 
59227.293 19.688 0.184 
59231.293 20.213 0.267 
59232.294 20.051 0.148 
59233.181 20.294 0.234 
59233.182 20.022 0.263 
59233.234 20.061 0.156 
59233.247 20.116 0.195 
