ZTF20acowuix 0.08597712 148.677813 45.555171
filter ztfg
59156.495 19.581 0.095 
59158.492 19.334 0.088 
59165.510 18.438 0.011 
59168.516 18.510 0.014 
59170.446 18.588 0.018 
59173.496 18.622 0.021 
59179.469 18.988 0.024 
59181.534 19.095 0.032 
59185.498 19.429 0.075 
59187.515 19.560 0.146 
59189.497 19.829 0.122 
59194.448 19.932 0.073 
59198.392 20.384 0.093 
59203.408 20.553 0.140 
59219.405 20.579 0.174 
59225.451 21.124 0.261 
59229.337 21.046 0.251 
59231.435 21.535 0.206 
59233.375 21.276 0.207 
filter ztfr
59153.476 20.452 0.198 
59156.527 19.607 0.058 
59158.536 19.133 0.106 
59165.411 18.599 0.020 
59168.426 18.534 0.024 
59170.532 18.512 0.019 
59173.515 18.580 0.031 
59177.500 18.740 0.021 
59181.496 18.971 0.043 
59185.477 19.096 0.055 
59187.474 19.273 0.113 
59193.396 19.324 0.035 
59194.473 19.527 0.060 
59198.447 19.590 0.052 
59200.510 19.429 0.075 
59203.467 19.760 0.084 
59217.361 20.071 0.119 
59219.361 20.635 0.173 
59221.407 20.505 0.149 
59223.480 20.512 0.122 
59225.396 20.465 0.171 
59227.372 20.818 0.137 
59229.414 21.036 0.251 
59231.369 20.544 0.115 
filter ztfi
59179.403 19.514 0.107 
59184.396 19.916 0.180 
59190.382 19.923 0.138 
59199.477 19.744 0.156 
59202.448 19.906 0.152 
