ZTF20acuzlib 0.07749468 119.868099 63.375066
filter ztfg
59184.455 19.987 0.169 
59185.455 19.984 0.162 
59187.386 19.475 0.100 
59187.387 19.616 0.118 
59187.388 19.642 0.138 
59188.423 19.239 0.076 
59188.425 19.197 0.065 
59188.436 19.314 0.093 
59188.451 19.223 0.059 
59188.528 19.214 0.084 
59189.289 19.139 0.055 
59189.392 19.190 0.048 
59189.393 19.105 0.047 
59189.394 19.068 0.046 
59190.363 19.021 0.040 
59192.386 18.784 0.065 
59193.348 18.825 0.024 
59193.359 18.742 0.019 
59193.361 18.777 0.023 
59193.429 18.792 0.025 
59193.431 18.768 0.024 
59194.221 18.722 0.039 
59194.239 18.689 0.040 
59194.409 18.740 0.030 
59194.429 18.665 0.032 
59194.433 18.754 0.033 
59194.433 18.742 0.032 
59194.540 18.686 0.026 
59196.336 18.648 0.025 
59196.336 18.622 0.030 
59196.406 18.691 0.035 
59196.407 18.637 0.033 
59196.437 18.631 0.025 
59196.438 18.542 0.021 
59198.306 18.611 0.025 
59198.385 18.561 0.020 
59198.387 18.545 0.018 
59198.388 18.586 0.018 
59199.319 18.563 0.031 
59199.351 18.626 0.025 
59199.352 18.621 0.024 
59199.430 18.618 0.018 
59199.431 18.583 0.019 
59199.549 18.599 0.030 
59200.194 18.516 0.042 
59202.303 18.713 0.033 
59202.365 18.632 0.029 
59202.368 18.663 0.029 
59202.369 18.646 0.026 
59202.491 18.652 0.023 
59203.365 18.678 0.025 
59203.369 18.579 0.025 
59203.372 18.615 0.026 
59204.309 18.647 0.023 
59204.340 18.666 0.023 
59204.341 18.678 0.021 
59204.444 18.659 0.019 
59204.453 18.707 0.021 
59205.306 18.712 0.027 
59205.307 18.722 0.022 
59205.389 18.691 0.020 
59205.391 18.750 0.025 
59205.392 18.781 0.023 
59210.242 19.151 0.105 
59210.259 19.247 0.095 
59210.260 18.997 0.089 
59210.364 18.924 0.056 
59215.214 19.084 0.163 
59215.341 19.531 0.279 
59215.428 19.697 0.215 
59215.431 19.781 0.236 
59216.427 19.415 0.109 
59216.428 19.547 0.120 
59216.430 19.238 0.077 
59216.430 19.483 0.097 
59216.431 19.317 0.070 
59217.243 19.417 0.109 
59217.245 19.506 0.094 
59217.265 19.607 0.119 
59217.454 19.465 0.079 
59217.525 19.403 0.129 
59218.242 19.553 0.053 
59218.258 19.561 0.075 
59218.259 19.503 0.068 
59218.364 19.608 0.086 
59218.472 19.685 0.086 
59219.200 19.660 0.060 
59219.285 19.760 0.059 
59219.430 19.721 0.097 
59220.198 19.787 0.069 
59220.350 19.894 0.094 
59220.351 19.947 0.085 
59220.352 19.732 0.094 
59220.354 19.767 0.088 
59221.328 19.860 0.064 
59221.329 19.937 0.057 
59221.331 19.815 0.049 
59221.351 19.846 0.054 
59221.393 19.924 0.069 
59221.394 19.778 0.058 
59222.291 19.997 0.060 
59222.302 19.985 0.069 
59222.367 19.924 0.052 
59222.368 19.957 0.050 
59222.369 20.010 0.058 
59222.387 20.102 0.065 
59222.409 20.085 0.065 
59223.163 20.004 0.096 
59223.179 20.006 0.074 
59223.329 20.051 0.091 
59223.331 20.155 0.096 
59223.346 19.912 0.065 
59223.414 20.055 0.076 
59223.414 20.260 0.100 
59224.328 19.975 0.062 
59224.344 20.017 0.089 
59224.424 20.170 0.122 
59224.426 20.191 0.115 
59224.426 20.287 0.120 
59224.427 20.265 0.118 
59224.449 20.179 0.142 
59225.221 20.383 0.113 
59225.223 20.419 0.118 
59225.237 20.506 0.144 
59225.342 20.155 0.075 
59225.453 20.189 0.139 
59226.310 20.281 0.092 
59226.325 20.277 0.101 
59226.342 20.367 0.102 
59226.345 20.360 0.123 
59226.347 20.700 0.185 
59226.392 20.292 0.090 
59226.456 20.329 0.125 
59227.201 20.158 0.092 
59227.220 20.432 0.108 
59227.431 20.546 0.103 
59227.433 20.537 0.102 
59227.453 20.279 0.100 
59228.258 20.544 0.105 
59228.261 20.358 0.079 
59228.370 20.302 0.104 
59228.371 20.354 0.097 
59228.372 20.543 0.105 
59228.401 20.329 0.104 
59228.432 20.415 0.098 
59229.309 20.505 0.205 
59229.344 20.598 0.199 
59229.443 20.675 0.243 
59230.304 20.609 0.132 
59230.306 20.349 0.105 
59230.322 20.739 0.121 
59230.343 20.520 0.119 
59230.344 21.097 0.192 
59230.407 20.477 0.099 
59230.479 20.794 0.192 
59231.225 20.498 0.146 
59231.263 20.632 0.157 
59231.264 20.462 0.146 
59231.265 20.749 0.176 
59231.436 20.911 0.167 
59232.230 20.496 0.091 
59232.261 20.429 0.075 
59232.276 20.823 0.127 
59232.360 20.754 0.110 
