ZTF19aaphmto 0.06565364 245.984275 68.448069
filter ztfg
58581.478 18.713 0.034 
58582.339 18.531 0.016 
58582.364 18.516 0.027 
58582.388 18.505 0.016 
58586.430 18.191 0.014 
58586.448 18.199 0.014 
58586.467 18.176 0.017 
58587.363 18.128 0.031 
58591.224 18.159 0.056 
58591.236 18.182 0.072 
58591.237 18.066 0.055 
58591.260 18.086 0.037 
58592.432 18.188 0.043 
58592.447 18.165 0.038 
58592.470 18.155 0.044 
58593.476 18.304 0.061 
58593.495 18.220 0.064 
58594.235 18.285 0.047 
58594.266 18.275 0.045 
58594.269 18.248 0.040 
58594.280 18.295 0.047 
58596.451 18.399 0.028 
58596.470 18.381 0.028 
58596.491 18.400 0.031 
58597.474 18.420 0.023 
58606.423 19.324 0.030 
58606.446 19.410 0.033 
58606.466 19.395 0.034 
58608.325 19.566 0.048 
58616.228 20.059 0.138 
58617.391 20.092 0.106 
58617.404 20.530 0.163 
58617.431 20.352 0.086 
58633.265 20.933 0.149 
58636.445 20.997 0.142 
58639.265 21.135 0.161 
58642.309 21.163 0.165 
58645.242 20.885 0.233 
58651.223 20.408 0.241 
filter ztfr
58582.411 18.526 0.017 
58582.433 18.535 0.020 
58584.406 18.374 0.022 
58586.322 18.244 0.024 
58586.349 18.202 0.020 
58586.367 18.235 0.022 
58591.404 18.051 0.032 
58591.405 18.080 0.032 
58591.427 18.155 0.030 
58592.310 18.061 0.033 
58593.304 18.157 0.032 
58593.381 18.060 0.024 
58593.412 18.111 0.025 
58596.312 18.256 0.029 
58596.322 18.172 0.024 
58596.400 18.141 0.019 
58597.389 18.266 0.018 
58598.331 18.203 0.013 
58598.364 18.294 0.016 
58598.387 18.277 0.017 
58605.411 18.642 0.030 
58606.276 18.633 0.024 
58606.294 18.647 0.025 
58606.312 18.645 0.024 
58606.322 18.629 0.022 
58608.346 18.647 0.037 
58616.372 19.015 0.037 
58617.303 18.868 0.032 
58617.329 19.002 0.041 
58617.343 18.884 0.036 
58618.230 19.056 0.051 
58627.416 19.595 0.064 
58628.370 19.583 0.059 
58628.392 19.658 0.067 
58633.345 19.940 0.069 
58639.324 20.069 0.078 
58642.264 20.177 0.083 
58645.300 20.311 0.125 
58648.221 20.041 0.143 
58648.237 20.289 0.180 
58648.244 20.241 0.164 
58648.260 20.154 0.158 
58651.281 20.507 0.246 
58651.327 20.175 0.196 
58651.327 20.074 0.189 
58652.329 20.227 0.167 
58654.218 20.406 0.138 
filter ztfi
58586.514 18.631 0.048 
58591.329 18.789 0.117 
58596.388 18.884 0.058 
58607.287 19.231 0.064 
58616.322 19.002 0.060 
58627.444 19.831 0.123 
58636.309 20.447 0.208 
58640.309 20.324 0.189 
58644.246 20.378 0.203 
58648.295 20.242 0.206 
