ZTF18aairuad 0.06461 177.939735 57.799506
filter ztfg
58216.254 19.775 0.078 
58216.256 19.794 0.073 
58223.283 18.338 0.012 
58223.318 18.307 0.012 
58227.301 18.183 0.016 
58229.265 18.104 0.017 
58229.266 18.120 0.018 
58229.275 18.106 0.016 
58229.312 18.110 0.014 
58230.344 18.157 0.016 
58232.164 18.151 0.032 
58232.184 18.216 0.066 
58232.185 18.177 0.072 
58232.259 18.271 0.030 
58233.237 18.244 0.025 
58233.238 18.217 0.023 
58234.162 18.182 0.093 
58234.177 18.279 0.045 
58234.182 18.337 0.047 
58234.203 18.249 0.036 
58234.224 18.259 0.026 
58234.240 18.273 0.074 
58234.241 18.263 0.097 
58235.165 18.328 0.036 
58235.180 18.310 0.031 
58235.183 18.346 0.032 
58235.231 18.315 0.038 
58235.234 18.345 0.047 
58236.177 18.462 0.045 
58236.178 18.380 0.043 
58236.179 18.317 0.044 
58236.197 18.442 0.046 
58236.224 18.305 0.045 
58236.315 18.453 0.053 
58237.183 18.397 0.040 
58237.202 18.664 0.063 
58237.221 18.430 0.059 
58237.222 18.498 0.065 
58237.238 18.408 0.052 
58237.246 18.426 0.069 
58237.247 18.390 0.071 
58238.154 18.455 0.056 
58238.155 18.598 0.063 
58238.183 18.436 0.054 
58242.209 18.809 0.027 
58243.212 18.939 0.038 
58247.200 19.249 0.025 
58262.270 20.405 0.180 
58267.173 20.611 0.307 
58268.179 20.226 0.251 
filter ztfr
58216.230 19.911 0.104 
58216.231 19.832 0.090 
58218.213 19.183 0.040 
58218.250 19.282 0.043 
58218.270 19.212 0.046 
58218.290 19.164 0.039 
58218.291 19.251 0.043 
58218.294 19.147 0.034 
58218.295 19.162 0.038 
58218.335 19.195 0.037 
58218.356 19.281 0.039 
58219.206 18.959 0.044 
58219.227 18.996 0.050 
58219.231 18.970 0.051 
58219.250 19.003 0.046 
58219.251 19.109 0.044 
58219.253 19.031 0.044 
58219.272 18.908 0.035 
58221.250 18.772 0.051 
58221.251 18.782 0.058 
58222.274 18.578 0.033 
58222.277 18.590 0.038 
58222.294 18.647 0.035 
58222.331 18.622 0.034 
58224.201 18.424 0.069 
58224.228 18.442 0.036 
58224.244 18.479 0.036 
58224.246 18.361 0.029 
58224.251 18.432 0.032 
58224.252 18.402 0.037 
58224.252 18.404 0.031 
58224.288 18.495 0.034 
58224.289 18.452 0.030 
58224.290 18.388 0.032 
58224.294 18.445 0.033 
58226.264 18.292 0.018 
58226.265 18.380 0.018 
58226.281 18.350 0.019 
58226.304 18.352 0.016 
58227.257 18.293 0.020 
58227.258 18.275 0.022 
58227.259 18.353 0.023 
58227.283 18.296 0.022 
58230.244 18.228 0.039 
58230.262 18.243 0.019 
58231.182 18.269 0.019 
58231.184 18.300 0.019 
58231.280 18.216 0.022 
58231.317 18.268 0.023 
58232.219 18.288 0.060 
58232.220 18.303 0.048 
58233.185 18.286 0.023 
58233.186 18.411 0.025 
58242.264 18.728 0.030 
58242.266 18.801 0.034 
58242.269 18.749 0.030 
58242.286 18.694 0.031 
58242.295 18.729 0.031 
58245.180 18.901 0.061 
58247.228 18.984 0.030 
58247.240 19.006 0.033 
58247.253 18.976 0.031 
58247.254 18.973 0.031 
58248.246 18.961 0.032 
58248.258 18.958 0.037 
58248.259 18.995 0.036 
58248.260 18.972 0.036 
58250.238 19.070 0.061 
58250.239 19.088 0.058 
58254.178 19.006 0.031 
58254.184 19.028 0.030 
58255.246 19.072 0.038 
58256.250 19.037 0.041 
58256.283 19.016 0.034 
58257.217 19.129 0.039 
58257.221 19.099 0.036 
58258.202 19.116 0.044 
58260.202 19.188 0.049 
58260.203 19.205 0.049 
58262.304 19.374 0.091 
58266.249 19.742 0.125 
58266.256 19.449 0.108 
58266.257 19.439 0.107 
58266.279 19.468 0.119 
58267.301 19.847 0.159 
58287.299 20.300 0.167 
filter ztfi
58263.329 11.826 0.241 
58267.239 11.902 0.147 
58288.182 11.848 0.172 
