ZTF19abeloei 0.06256714 250.602955 78.915064
filter ztfg
58674.196 17.097 0.198 
58680.199 17.894 0.033 
58681.204 17.839 0.029 
58682.202 17.622 0.138 
58683.275 17.779 0.018 
58684.265 17.879 0.029 
58685.363 17.833 0.020 
58690.207 17.935 0.011 
58691.306 17.980 0.012 
58693.245 18.105 0.016 
58696.307 18.254 0.016 
58697.326 18.348 0.015 
58699.309 18.523 0.023 
58700.306 18.574 0.021 
58701.309 18.702 0.023 
58702.309 18.715 0.032 
58703.309 18.899 0.029 
58704.304 19.009 0.054 
58705.223 19.028 0.051 
58706.226 19.075 0.050 
58707.223 19.290 0.072 
58707.261 19.295 0.134 
58708.224 19.547 0.137 
58709.224 19.369 0.093 
58710.217 19.267 0.091 
58711.216 19.622 0.110 
58711.249 19.885 0.163 
58711.264 19.502 0.112 
58714.217 19.814 0.098 
58715.301 19.809 0.109 
58716.321 19.902 0.114 
58718.321 20.007 0.114 
58719.302 20.386 0.172 
58720.320 20.225 0.109 
58722.300 20.453 0.117 
58723.322 20.385 0.125 
58724.322 20.846 0.198 
58725.298 20.399 0.097 
58726.300 20.332 0.123 
58727.321 20.512 0.144 
58728.184 20.480 0.110 
58730.298 20.455 0.145 
58732.137 20.868 0.231 
58732.193 20.561 0.150 
58732.194 20.657 0.179 
58732.297 20.711 0.151 
58733.162 20.546 0.160 
58733.176 20.144 0.148 
58733.195 20.376 0.152 
58733.196 20.689 0.221 
58733.296 20.496 0.184 
58734.215 20.957 0.295 
58734.234 20.562 0.283 
58734.297 20.351 0.206 
58735.138 20.257 0.216 
58744.181 20.568 0.162 
58746.206 20.602 0.221 
58747.181 20.885 0.188 
58749.182 20.666 0.149 
58754.179 20.907 0.213 
58757.202 20.899 0.218 
58760.181 20.598 0.200 
filter ztfr
58674.212 18.811 0.033 
58680.257 18.105 0.030 
58681.258 18.009 0.025 
58682.259 17.901 0.018 
58683.219 17.964 0.017 
58683.247 17.922 0.016 
58684.237 17.952 0.033 
58685.338 17.982 0.018 
58688.386 17.915 0.013 
58690.364 17.914 0.014 
58691.182 18.040 0.013 
58692.333 18.130 0.017 
58696.278 18.299 0.014 
58697.300 18.362 0.017 
58699.281 18.501 0.019 
58700.277 18.519 0.019 
58701.281 18.526 0.034 
58702.281 18.576 0.026 
58703.282 18.717 0.029 
58704.185 18.739 0.032 
58704.277 18.711 0.036 
58705.195 18.705 0.032 
58706.196 18.628 0.029 
58707.162 18.691 0.038 
58707.194 18.620 0.030 
58708.196 18.718 0.041 
58709.195 18.779 0.045 
58710.191 18.697 0.046 
58711.318 18.707 0.048 
58714.191 18.769 0.032 
58715.276 18.934 0.040 
58716.296 18.957 0.041 
58717.275 18.913 0.037 
58718.297 18.948 0.036 
58719.276 19.161 0.057 
58720.296 19.123 0.039 
58722.275 19.280 0.045 
58723.299 19.316 0.047 
58724.299 19.481 0.056 
58725.274 19.417 0.045 
58726.275 19.593 0.062 
58727.137 19.541 0.071 
58727.298 19.499 0.053 
58728.229 19.578 0.056 
58731.134 19.784 0.115 
58732.224 19.811 0.078 
58732.242 19.655 0.071 
58732.273 19.821 0.075 
58733.242 19.948 0.102 
58733.243 19.763 0.088 
58733.273 19.742 0.082 
58734.134 19.959 0.121 
58734.274 19.819 0.109 
58735.239 19.950 0.123 
58735.272 19.914 0.126 
58736.282 20.089 0.161 
58737.295 20.265 0.268 
58738.153 20.006 0.182 
58739.151 19.974 0.143 
58740.152 19.795 0.142 
58741.152 19.960 0.136 
58743.153 19.959 0.113 
58744.152 20.067 0.105 
58745.152 20.055 0.088 
58746.152 20.220 0.113 
58747.152 20.239 0.120 
58748.151 20.163 0.131 
58749.152 20.168 0.105 
58751.151 20.493 0.160 
58754.151 20.393 0.103 
58761.151 20.464 0.177 
58762.151 20.683 0.201 
filter ztfi
58685.299 18.650 0.037 
58691.345 18.827 0.036 
58703.161 19.351 0.098 
58710.248 19.233 0.080 
58725.221 19.660 0.097 
58733.138 20.104 0.134 
