ZTF19acbkyma 0.09207604 334.293402 11.927537
filter ztfg
58761.254 18.484 0.021 
58772.209 18.751 0.055 
58772.269 18.684 0.071 
58777.185 19.086 0.044 
58778.191 19.064 0.034 
58778.191 19.133 0.037 
58781.185 19.514 0.067 
58791.169 20.232 0.140 
58794.149 20.363 0.247 
filter ztfr
58765.188 18.661 0.068 
58768.185 18.589 0.067 
58770.320 18.688 0.080 
58770.321 18.755 0.084 
58771.255 18.811 0.072 
58771.319 18.598 0.074 
58771.320 18.838 0.093 
58774.193 18.804 0.036 
58774.209 18.854 0.050 
58774.226 18.822 0.042 
58777.192 18.998 0.039 
58781.234 19.438 0.134 
58783.102 19.325 0.050 
58783.102 19.304 0.053 
58785.242 19.374 0.056 
58787.123 19.350 0.082 
58787.125 19.373 0.081 
58788.228 19.492 0.090 
58791.125 19.500 0.068 
58799.272 20.075 0.241 
58799.272 19.711 0.170 
58799.273 19.673 0.172 
58799.273 19.871 0.211 
58799.274 19.455 0.142 
58799.274 19.413 0.136 
58799.274 19.612 0.168 
58799.275 19.836 0.205 
58799.275 19.520 0.153 
58799.276 19.642 0.175 
58799.276 19.749 0.201 
58799.277 19.935 0.238 
58799.277 19.755 0.184 
58799.278 19.870 0.222 
58799.278 19.780 0.205 
58799.279 19.716 0.213 
58799.279 19.855 0.216 
58799.279 19.773 0.204 
58799.280 19.249 0.128 
58799.280 19.894 0.247 
58799.281 19.584 0.159 
58799.281 19.795 0.210 
58799.282 20.059 0.253 
58799.282 19.610 0.175 
58799.283 19.565 0.181 
58799.283 19.757 0.199 
58799.283 19.779 0.213 
58799.284 19.431 0.164 
58799.284 19.536 0.165 
58799.285 19.512 0.183 
58799.285 19.897 0.235 
58799.286 19.836 0.237 
58799.286 20.031 0.272 
58799.287 19.524 0.193 
58799.287 20.190 0.306 
58799.288 19.514 0.188 
58799.288 19.583 0.203 
58799.288 19.869 0.232 
58799.289 19.701 0.205 
58799.289 19.669 0.216 
58799.290 19.585 0.196 
58799.290 19.832 0.253 
58799.291 19.568 0.183 
58799.291 19.849 0.256 
58799.292 20.190 0.292 
58799.292 19.595 0.202 
58799.293 19.474 0.181 
58799.293 19.522 0.184 
58799.293 19.877 0.257 
58799.294 19.507 0.189 
58799.294 19.940 0.280 
58799.295 19.860 0.261 
58799.295 19.673 0.213 
58799.296 19.347 0.176 
58799.296 19.913 0.256 
58799.297 19.798 0.232 
58799.297 19.398 0.170 
58799.298 20.116 0.307 
58799.298 19.639 0.199 
58799.299 19.653 0.197 
58799.299 19.572 0.190 
58799.300 19.467 0.178 
58799.300 19.706 0.218 
58799.301 19.535 0.195 
58799.301 19.670 0.218 
58799.302 19.530 0.193 
58799.302 19.886 0.298 
58799.303 19.814 0.289 
58799.303 19.722 0.233 
58800.267 19.831 0.159 
58814.145 20.705 0.310 
filter ztfi
58761.303 19.117 0.061 
58765.301 19.458 0.130 
58769.277 19.421 0.151 
