ZTF19aavmlqh 0.08063482 253.173048 11.381418
filter ztfg
58632.339 18.943 0.026 
58635.419 18.667 0.018 
58638.351 18.570 0.017 
58641.210 18.627 0.022 
58644.212 18.744 0.030 
58647.214 18.884 0.056 
58650.211 19.267 0.123 
58657.231 19.645 0.052 
58660.206 19.933 0.051 
58666.212 20.374 0.078 
58672.300 20.925 0.124 
58675.296 20.662 0.212 
58685.189 21.257 0.175 
filter ztfr
58628.359 19.772 0.067 
58632.333 19.046 0.031 
58635.289 18.810 0.018 
58638.291 18.671 0.018 
58644.274 18.687 0.026 
58647.272 18.730 0.034 
58650.272 18.875 0.067 
58653.227 18.903 0.055 
58657.341 19.347 0.053 
58663.302 19.405 0.039 
58666.254 19.418 0.035 
58669.315 19.414 0.044 
58672.209 19.578 0.049 
58675.246 19.820 0.079 
58678.210 19.934 0.134 
58682.233 20.105 0.136 
58694.179 20.386 0.116 
58697.169 20.420 0.086 
58700.174 20.925 0.148 
filter ztfi
58628.160 20.152 0.294 
58633.287 19.340 0.063 
58636.297 19.381 0.068 
58640.296 19.119 0.053 
58644.234 19.271 0.084 
58648.273 19.613 0.153 
58659.178 19.945 0.130 
58663.186 19.919 0.168 
58667.183 20.106 0.135 
58675.220 19.983 0.134 
