ZTF20aauombk 0.0388687 223.976405 17.606413
filter ztfg
58955.399 16.855 0.006 
58963.328 17.136 0.005 
58963.331 17.152 0.005 
58963.333 17.156 0.006 
58963.333 17.170 0.006 
58964.340 17.194 0.006 
58967.275 17.425 0.008 
58968.292 17.479 0.007 
58970.295 17.635 0.010 
58973.270 17.841 0.021 
58976.203 18.061 0.047 
58979.248 18.374 0.022 
58995.301 19.633 0.043 
59001.370 19.552 0.090 
59004.218 19.862 0.188 
59009.255 19.930 0.082 
59012.296 20.175 0.061 
59016.200 20.407 0.081 
59025.233 20.089 0.106 
59028.203 20.301 0.123 
59031.172 19.939 0.159 
59034.197 20.095 0.175 
59035.225 19.899 0.169 
filter ztfr
58954.442 17.058 0.008 
58955.421 17.015 0.007 
58961.402 17.183 0.011 
58964.286 17.282 0.007 
58965.356 17.387 0.010 
58966.354 17.479 0.012 
58966.355 17.464 0.010 
58967.353 17.602 0.007 
58970.360 17.770 0.009 
58973.333 17.875 0.017 
58976.314 17.965 0.052 
58979.298 17.901 0.016 
58985.289 18.107 0.011 
58991.231 18.365 0.013 
58992.291 18.407 0.018 
58992.291 18.435 0.019 
58995.256 18.624 0.018 
58998.257 18.688 0.024 
58998.265 18.741 0.018 
58998.266 18.743 0.028 
58998.275 18.812 0.021 
59001.232 18.911 0.052 
59004.251 18.917 0.062 
59009.211 19.143 0.051 
59012.255 19.381 0.029 
59016.238 19.662 0.056 
59019.214 19.634 0.040 
59022.220 19.756 0.045 
59025.189 19.740 0.053 
59028.215 19.760 0.138 
59031.212 19.738 0.110 
59034.314 20.244 0.255 
59037.191 20.318 0.143 
filter ztfi
58954.347 17.705 0.012 
58954.370 17.612 0.015 
58955.375 17.686 0.017 
58964.327 18.141 0.018 
58964.328 18.190 0.022 
58965.373 18.290 0.023 
58967.309 18.555 0.032 
58968.347 18.634 0.026 
58968.348 18.648 0.030 
58972.304 18.735 0.053 
58972.348 18.611 0.037 
58973.391 18.747 0.062 
58976.389 18.618 0.068 
58977.307 18.614 0.143 
58978.333 18.478 0.053 
58980.336 18.641 0.038 
58986.315 18.343 0.024 
58995.357 18.752 0.036 
59009.295 19.653 0.114 
59013.254 19.888 0.088 
59018.297 20.015 0.096 
59022.294 20.094 0.113 
59031.253 20.170 0.191 
