ZTF18acbwghc 0.083081 169.484851 27.591017
filter ztfg
58422.483 18.705 0.086 
58423.496 18.726 0.067 
58423.497 18.565 0.061 
58423.497 18.648 0.059 
58426.462 18.551 0.035 
58426.470 18.527 0.034 
58426.493 18.590 0.031 
58429.487 18.572 0.032 
58429.488 18.545 0.033 
58429.488 18.527 0.021 
58430.525 18.465 0.016 
58431.484 18.453 0.043 
58432.484 18.504 0.025 
58432.491 18.442 0.022 
58432.492 18.471 0.020 
58434.524 18.606 0.038 
58437.509 18.704 0.030 
58437.510 18.715 0.031 
58438.486 18.717 0.020 
58438.486 18.790 0.024 
58438.487 18.688 0.022 
58438.487 18.730 0.022 
58439.491 18.738 0.022 
58439.501 18.805 0.020 
58440.474 18.824 0.022 
58441.487 18.830 0.028 
58441.488 18.936 0.026 
58441.516 18.922 0.029 
58441.517 18.967 0.030 
58442.520 19.011 0.030 
58450.504 19.691 0.099 
58450.518 19.710 0.112 
58461.483 20.448 0.187 
58461.498 20.857 0.253 
58464.497 20.809 0.162 
58464.517 20.771 0.118 
58464.518 20.769 0.124 
58465.547 20.810 0.147 
58469.517 20.556 0.123 
58472.520 21.035 0.174 
58472.523 20.938 0.145 
58472.524 20.958 0.145 
58482.502 21.675 0.305 
58493.551 21.710 0.225 
filter ztfr
58422.542 18.806 0.057 
58423.524 18.811 0.054 
58426.522 18.625 0.040 
58426.537 18.666 0.042 
58426.543 18.679 0.045 
58430.493 18.498 0.023 
58431.540 18.641 0.060 
58432.523 18.504 0.026 
58432.537 18.564 0.027 
58432.553 18.540 0.044 
58434.494 18.505 0.056 
58438.555 18.689 0.030 
58438.556 18.824 0.040 
58438.557 18.671 0.038 
58439.554 18.643 0.026 
58440.524 18.716 0.022 
58442.527 18.878 0.027 
58443.454 18.840 0.043 
58443.477 18.946 0.048 
58447.483 19.028 0.061 
58447.490 19.063 0.066 
58447.490 19.155 0.076 
58447.524 19.263 0.090 
58447.525 19.096 0.073 
58448.472 19.162 0.076 
58448.495 19.119 0.093 
58448.502 19.187 0.080 
58448.537 19.193 0.074 
58448.546 19.158 0.064 
58449.524 19.213 0.060 
58449.524 19.226 0.060 
58450.544 19.220 0.056 
58455.464 19.408 0.057 
58455.464 19.300 0.052 
58455.522 19.424 0.068 
58461.538 19.424 0.059 
58461.539 19.422 0.051 
58461.539 19.432 0.064 
58464.540 19.559 0.040 
58464.544 19.582 0.065 
58464.546 19.587 0.054 
58465.505 19.740 0.071 
58468.516 19.681 0.051 
58468.517 19.873 0.053 
58471.542 19.917 0.086 
58472.545 19.942 0.091 
58474.499 20.062 0.161 
58476.445 20.143 0.153 
58476.448 20.277 0.171 
58476.504 20.039 0.118 
58476.504 20.189 0.154 
58481.462 20.812 0.257 
58481.471 20.220 0.123 
58486.482 20.413 0.092 
58486.484 20.520 0.113 
58491.528 20.577 0.192 
58493.443 20.583 0.106 
58493.444 20.969 0.137 
58494.453 20.646 0.103 
58494.454 20.463 0.089 
58502.527 20.301 0.227 
58502.528 20.964 0.305 
