ZTF18acwvdoo 0.06419698 52.217769 -21.888972
filter ztfg
58472.210 17.934 0.041 
58472.210 17.800 0.035 
58483.167 17.453 0.011 
58491.168 17.747 0.016 
58493.208 17.941 0.017 
58507.196 19.107 0.076 
58508.180 19.012 0.082 
58510.168 19.143 0.120 
58511.146 19.268 0.083 
58511.147 19.431 0.108 
filter ztfr
58476.295 17.663 0.025 
58490.188 17.523 0.014 
58491.215 17.565 0.014 
58493.126 17.577 0.014 
58505.126 18.054 0.045 
58505.141 18.116 0.047 
58508.210 18.215 0.053 
58540.110 19.745 0.108 
