ZTF18abotcjv 0.06112096 26.034503 7.977035
filter ztfg
58350.442 21.275 0.177 
58351.452 20.839 0.095 
58351.453 20.691 0.084 
58352.435 20.206 0.082 
58362.476 17.793 0.019 
58362.477 17.798 0.019 
58363.391 17.866 0.042 
58363.400 17.716 0.017 
58364.419 17.727 0.013 
58364.430 17.767 0.030 
58364.431 17.719 0.013 
58365.408 17.651 0.009 
58365.409 17.627 0.009 
58365.455 17.682 0.008 
58366.432 17.599 0.007 
58366.451 17.718 0.008 
58367.432 17.593 0.009 
58367.451 17.645 0.007 
58368.401 17.678 0.008 
58368.402 17.639 0.007 
58369.455 17.655 0.009 
58370.389 17.681 0.008 
58371.381 17.723 0.008 
58371.382 17.714 0.008 
58372.419 17.758 0.010 
58372.431 17.851 0.013 
58372.434 17.855 0.007 
58373.409 17.826 0.009 
58373.416 17.912 0.015 
58374.403 17.829 0.009 
58374.404 17.862 0.009 
58374.432 17.929 0.008 
58375.436 17.932 0.010 
58376.442 17.922 0.011 
58377.381 17.999 0.011 
58377.381 18.014 0.010 
58378.451 18.092 0.011 
58379.443 18.168 0.011 
58380.411 18.349 0.016 
58380.412 18.309 0.015 
58382.415 18.430 0.021 
58383.445 18.454 0.025 
58383.446 18.537 0.027 
58384.323 18.737 0.062 
58384.324 18.774 0.111 
58384.471 18.636 0.052 
58385.391 18.816 0.077 
58385.406 18.805 0.061 
58386.465 18.908 0.122 
58386.474 18.801 0.115 
58389.391 19.082 0.110 
58390.355 19.200 0.067 
58390.356 19.218 0.099 
58390.358 19.210 0.066 
58397.357 19.689 0.042 
58425.342 20.989 0.162 
58427.331 20.595 0.249 
58431.234 20.977 0.280 
58434.268 20.848 0.197 
58436.198 20.393 0.160 
filter ztfr
58350.409 20.987 0.176 
58351.496 20.740 0.109 
58351.499 20.818 0.139 
58352.500 20.255 0.084 
58353.385 19.828 0.075 
58353.385 19.951 0.115 
58353.420 19.991 0.078 
58353.486 19.951 0.051 
58354.411 19.705 0.178 
58354.412 19.560 0.094 
58354.459 19.484 0.051 
58354.464 19.502 0.053 
58354.494 19.468 0.037 
58354.495 19.531 0.032 
58355.417 19.074 0.057 
58355.497 19.061 0.039 
58356.368 18.870 0.068 
58356.369 19.031 0.147 
58356.404 18.960 0.062 
58356.497 18.879 0.053 
58357.374 18.773 0.133 
58357.374 18.603 0.061 
58357.402 18.629 0.042 
58357.403 18.654 0.042 
58357.464 18.682 0.050 
58357.466 18.590 0.037 
58358.431 18.322 0.072 
58362.399 18.062 0.021 
58362.404 18.019 0.019 
58362.412 17.995 0.046 
58363.454 18.082 0.045 
58363.467 17.974 0.016 
58364.380 17.880 0.013 
58365.386 17.847 0.011 
58365.387 17.871 0.011 
58366.378 17.876 0.012 
58367.379 17.849 0.010 
58368.434 17.843 0.010 
58368.436 17.795 0.009 
58369.436 17.835 0.011 
58370.434 17.885 0.010 
58371.412 17.905 0.021 
58371.421 17.827 0.008 
58371.423 17.820 0.008 
58372.394 17.864 0.010 
58373.446 17.934 0.012 
58374.393 17.926 0.010 
58374.394 17.989 0.011 
58375.416 18.011 0.013 
58377.425 18.137 0.013 
58377.427 18.136 0.013 
58378.412 18.231 0.014 
58379.399 18.239 0.015 
58380.436 18.463 0.021 
58380.437 18.518 0.021 
58382.357 18.465 0.026 
58383.349 18.548 0.074 
58383.350 18.633 0.036 
58383.383 18.514 0.032 
58383.392 18.536 0.032 
58384.529 18.626 0.056 
58385.332 18.664 0.059 
58386.403 18.802 0.092 
58386.407 18.575 0.062 
58390.259 18.803 0.054 
58397.402 18.808 0.022 
58423.350 19.996 0.126 
58425.279 20.115 0.103 
58425.279 20.551 0.311 
58426.269 19.862 0.099 
58429.330 20.291 0.107 
58431.195 20.201 0.210 
58432.326 20.027 0.143 
58434.309 20.670 0.269 
58436.303 20.218 0.259 
58437.271 20.576 0.220 
filter ztfi
58362.294 18.425 0.056 
58366.294 18.507 0.038 
58370.318 18.601 0.053 
58374.297 18.719 0.078 
58378.372 19.059 0.070 
58382.281 19.365 0.074 
58397.323 19.143 0.063 
