ZTF18abomwsv 0.04152436 31.868793 11.153839
filter ztfg
58319.435 18.146 0.014 
58322.463 17.889 0.014 
58325.442 17.781 0.030 
58328.464 17.989 0.058 
58342.421 19.008 0.043 
58347.506 19.423 0.071 
58348.464 19.793 0.058 
58348.476 19.774 0.058 
58349.458 19.765 0.048 
58350.450 19.785 0.056 
58351.448 19.805 0.064 
58351.451 19.772 0.065 
58352.439 20.174 0.087 
58363.402 20.231 0.213 
58363.403 20.391 0.238 
58364.431 20.268 0.210 
58365.455 20.228 0.121 
58366.451 20.308 0.122 
58367.451 20.364 0.131 
58372.434 20.395 0.105 
58374.432 20.579 0.135 
58378.451 20.525 0.179 
58378.452 20.940 0.218 
58379.444 20.678 0.210 
58382.446 20.739 0.235 
58383.445 20.888 0.270 
58384.499 20.746 0.215 
58385.406 20.293 0.272 
58385.442 20.129 0.208 
filter ztfr
58319.463 18.112 0.014 
58322.485 17.847 0.012 
58335.473 18.065 0.018 
58338.496 18.249 0.014 
58342.476 18.422 0.019 
58345.464 18.378 0.019 
58345.478 18.452 0.015 
58346.434 18.446 0.016 
58347.420 18.464 0.017 
58348.441 18.494 0.016 
58348.442 18.498 0.015 
58349.498 18.546 0.016 
58350.408 18.602 0.018 
58351.497 18.613 0.018 
58351.499 18.589 0.017 
58352.499 18.667 0.018 
58353.385 18.638 0.028 
58353.440 18.702 0.022 
58353.486 18.694 0.016 
58354.412 18.632 0.034 
58354.460 18.810 0.028 
58354.463 18.798 0.025 
58354.496 18.723 0.019 
58354.498 18.795 0.021 
58355.360 18.796 0.047 
58355.497 18.855 0.033 
58356.368 18.780 0.055 
58356.433 18.942 0.054 
58357.374 18.802 0.057 
58378.400 19.905 0.195 
58378.401 19.729 0.172 
58379.423 19.767 0.137 
58380.435 20.266 0.186 
58382.359 20.048 0.195 
58382.360 20.051 0.236 
58383.350 19.935 0.107 
58384.529 20.206 0.246 
58385.320 20.008 0.192 
filter ztfi
58390.284 19.880 0.153 
