ZTF19aawhlcn 0.0112991 219.438617 52.726803
filter ztfg
58635.228 19.837 0.046 
58638.193 19.866 0.054 
58638.196 19.940 0.066 
58638.331 19.881 0.061 
58638.344 19.982 0.067 
58639.215 19.899 0.056 
58639.245 20.036 0.071 
58639.269 19.892 0.056 
58640.181 19.944 0.082 
58640.181 19.994 0.086 
58640.207 20.024 0.067 
58640.326 19.893 0.057 
58640.343 20.193 0.090 
58641.186 19.945 0.053 
58641.207 19.935 0.057 
58641.223 20.335 0.102 
58641.225 19.826 0.077 
58643.184 20.185 0.108 
58643.185 20.082 0.100 
58643.201 20.239 0.100 
58643.327 20.255 0.098 
58643.348 20.069 0.074 
58644.199 20.005 0.085 
58644.202 20.342 0.123 
58644.229 20.233 0.109 
58647.345 20.661 0.215 
58648.342 20.723 0.283 
filter ztfr
58632.280 20.381 0.104 
58635.258 19.862 0.052 
58638.238 19.652 0.047 
58638.255 19.669 0.047 
58638.257 19.676 0.048 
58638.274 19.721 0.052 
58639.284 19.615 0.059 
58639.309 19.531 0.046 
58639.323 19.750 0.059 
58640.241 19.655 0.053 
58640.269 19.479 0.051 
58640.292 19.792 0.055 
58641.289 19.705 0.049 
58641.304 19.701 0.045 
58641.304 19.591 0.043 
58641.320 19.704 0.048 
58643.270 19.605 0.064 
58643.291 19.715 0.060 
58644.266 19.631 0.069 
58644.267 19.555 0.062 
58644.290 19.555 0.056 
58644.311 19.625 0.062 
58646.221 19.578 0.068 
58646.239 19.395 0.118 
58646.270 19.773 0.108 
58646.271 19.637 0.094 
58646.290 19.699 0.078 
58647.243 19.987 0.122 
58647.245 19.723 0.078 
58647.266 19.956 0.095 
58647.290 19.878 0.105 
58648.208 20.123 0.176 
58648.218 19.717 0.106 
58648.242 19.761 0.115 
58649.243 20.256 0.157 
58649.264 19.776 0.107 
58649.290 19.867 0.131 
58650.244 20.025 0.125 
58650.265 20.184 0.150 
58650.266 19.982 0.129 
58650.280 19.822 0.108 
58651.245 20.002 0.142 
58651.262 20.514 0.291 
58651.270 20.243 0.169 
58651.270 20.245 0.175 
58651.285 20.228 0.189 
58652.282 20.176 0.158 
58652.299 20.114 0.140 
58652.321 20.264 0.182 
58653.195 20.379 0.148 
58653.218 20.490 0.156 
58654.187 20.192 0.107 
58654.203 20.110 0.077 
58654.223 20.543 0.182 
58655.183 20.367 0.154 
58655.205 20.784 0.253 
58655.225 20.897 0.291 
58657.266 20.738 0.170 
58658.241 20.632 0.114 
58660.241 20.918 0.129 
58660.242 20.689 0.117 
58661.311 20.871 0.172 
58663.204 20.711 0.175 
58665.266 20.957 0.163 
58677.242 21.353 0.287 
filter ztfi
58635.180 20.006 0.151 
58640.311 19.645 0.090 
58644.248 19.892 0.149 
58648.279 19.934 0.158 
58657.177 20.430 0.204 
58669.297 20.296 0.176 
