ZTF19acruaaa 0.02592163 157.847006 20.082986
filter ztfg
58830.547 19.270 0.081 
58836.550 19.547 0.065 
58846.501 19.727 0.050 
58852.481 19.767 0.048 
58852.519 19.783 0.051 
58852.519 19.649 0.042 
58853.493 19.798 0.050 
58853.496 19.748 0.043 
58853.498 19.816 0.047 
58854.517 19.702 0.108 
58854.517 19.602 0.099 
58854.518 19.673 0.089 
58855.483 19.880 0.081 
58866.399 20.034 0.077 
58877.373 20.170 0.110 
58880.442 20.202 0.104 
58883.440 20.274 0.146 
58886.422 20.069 0.192 
58894.311 20.476 0.116 
58898.289 20.817 0.155 
58899.382 20.538 0.109 
58900.332 20.450 0.119 
58903.297 20.569 0.117 
58904.275 20.689 0.146 
58905.273 20.581 0.173 
58906.290 20.669 0.185 
58911.382 21.065 0.309 
58913.276 20.973 0.299 
filter ztfr
58830.457 18.225 0.027 
58831.458 18.417 0.046 
58831.459 18.340 0.042 
58836.505 18.588 0.033 
58836.520 18.537 0.028 
58836.521 18.527 0.028 
58837.450 18.542 0.055 
58846.421 18.983 0.029 
58846.424 19.010 0.028 
58846.424 18.989 0.032 
58846.456 18.940 0.035 
58849.454 19.087 0.043 
58852.441 19.127 0.039 
58855.523 19.154 0.041 
58859.316 19.269 0.129 
58859.316 19.329 0.132 
58860.396 19.504 0.144 
58863.350 19.510 0.112 
58866.370 19.450 0.088 
58871.489 19.706 0.093 
58871.490 19.740 0.088 
58877.339 19.857 0.116 
58880.338 20.090 0.092 
58883.274 20.094 0.167 
58886.274 20.102 0.183 
58891.295 20.300 0.181 
58894.289 20.335 0.115 
58899.298 20.401 0.100 
58899.298 20.461 0.106 
58899.299 20.390 0.126 
58899.318 20.706 0.154 
58900.256 20.517 0.146 
58901.374 20.591 0.153 
58903.395 20.712 0.160 
58904.234 20.799 0.188 
58912.415 20.971 0.259 
58913.213 20.693 0.301 
58913.228 20.458 0.178 
58913.228 20.892 0.251 
filter ztfi
58855.394 19.166 0.067 
58893.353 20.240 0.155 
