ZTF19abgqvyr 0.10144083 2.787066 5.061801
filter ztfg
58681.464 19.855 0.164 
58684.402 19.235 0.114 
58688.481 18.952 0.046 
58690.478 18.816 0.027 
58690.483 18.905 0.028 
58690.484 18.878 0.030 
58691.495 18.866 0.040 
58691.495 18.890 0.042 
58691.496 18.918 0.047 
58693.423 18.849 0.019 
58695.416 18.891 0.021 
58695.417 18.928 0.022 
58696.436 18.903 0.019 
58699.441 18.983 0.023 
58699.458 19.012 0.023 
58701.457 19.073 0.025 
58706.440 19.325 0.030 
58709.455 19.577 0.089 
58719.484 20.596 0.165 
58722.416 20.843 0.106 
58725.390 20.993 0.139 
58725.390 21.469 0.200 
58725.397 21.291 0.161 
58726.411 21.487 0.233 
58726.411 21.233 0.182 
58727.449 21.166 0.170 
58727.450 21.120 0.152 
58727.450 21.657 0.238 
58733.442 21.225 0.214 
58737.437 20.914 0.296 
58763.378 21.395 0.257 
filter ztfr
58678.479 21.161 0.165 
58681.439 19.826 0.138 
58684.488 19.665 0.107 
58690.421 18.930 0.029 
58693.463 18.986 0.023 
58699.378 18.958 0.027 
58700.458 18.980 0.022 
58703.422 19.147 0.029 
58712.405 19.446 0.130 
58716.379 19.673 0.080 
58716.420 19.561 0.064 
58716.422 19.589 0.072 
58717.478 19.635 0.090 
58719.426 19.934 0.089 
58719.426 19.824 0.073 
58719.437 19.848 0.067 
58723.394 19.970 0.058 
58725.484 20.071 0.093 
58726.373 20.217 0.076 
58726.374 20.190 0.079 
58730.401 20.248 0.087 
58733.399 20.404 0.096 
58736.398 20.870 0.236 
58739.376 20.046 0.263 
58748.328 21.122 0.239 
58749.292 20.886 0.161 
58749.297 20.825 0.143 
58757.248 21.032 0.181 
58759.329 21.304 0.218 
58759.329 21.411 0.226 
58763.303 21.024 0.194 
58763.351 21.396 0.295 
filter ztfi
58691.340 19.448 0.056 
58697.440 19.580 0.072 
58701.427 19.478 0.065 
58705.422 19.738 0.074 
58716.325 19.959 0.190 
58722.395 20.047 0.084 
58732.332 20.504 0.176 
58736.330 20.404 0.213 
