ZTF18accndxn 0.03326645 196.120675 79.050574
filter ztfg
58423.490 20.632 0.297 
58423.491 20.378 0.215 
58424.506 19.884 0.137 
58425.511 19.430 0.090 
58425.529 19.803 0.127 
58425.544 19.752 0.164 
58426.465 19.005 0.052 
58426.467 19.090 0.047 
58426.489 19.037 0.041 
58427.536 18.500 0.021 
58429.471 18.182 0.024 
58429.472 18.327 0.026 
58430.513 17.897 0.012 
58430.532 17.877 0.009 
58430.532 17.884 0.012 
58430.544 17.942 0.018 
58431.468 17.748 0.024 
58431.489 17.776 0.027 
58432.467 17.662 0.015 
58432.468 17.619 0.013 
58432.486 17.647 0.013 
58434.517 17.442 0.017 
58434.530 17.418 0.014 
58437.516 17.296 0.010 
58441.510 17.300 0.010 
58443.492 17.313 0.018 
58450.490 17.772 0.021 
58465.542 19.083 0.047 
58468.449 19.301 0.046 
58472.471 19.840 0.217 
58472.472 19.813 0.150 
58476.552 19.715 0.134 
58476.553 19.885 0.162 
58480.509 20.347 0.193 
58487.494 20.044 0.082 
58491.463 20.270 0.220 
58491.463 20.253 0.259 
58494.490 20.225 0.097 
58494.515 20.043 0.066 
58503.555 19.646 0.246 
58506.486 20.132 0.275 
filter ztfr
58422.537 20.062 0.168 
58423.511 19.860 0.168 
58423.536 20.036 0.168 
58423.549 19.990 0.183 
58424.527 19.744 0.149 
58425.475 19.035 0.075 
58426.510 18.867 0.055 
58426.511 18.948 0.065 
58426.533 18.933 0.072 
58426.545 18.870 0.066 
58427.473 18.451 0.055 
58430.474 17.706 0.011 
58430.487 17.757 0.014 
58431.518 17.603 0.025 
58431.536 17.577 0.024 
58431.547 17.580 0.034 
58432.511 17.531 0.016 
58432.526 17.469 0.012 
58432.548 17.448 0.014 
58432.549 17.507 0.015 
58434.468 17.392 0.022 
58437.557 17.185 0.020 
58440.556 17.130 0.009 
58443.426 17.167 0.013 
58447.446 17.407 0.020 
58448.493 17.613 0.026 
58448.534 17.505 0.019 
58450.529 17.613 0.015 
58465.499 18.070 0.028 
58472.421 18.287 0.037 
58472.446 18.378 0.035 
58476.481 18.570 0.039 
58476.505 18.570 0.045 
58476.506 18.591 0.037 
58480.554 18.689 0.047 
58481.513 18.736 0.038 
58487.536 19.130 0.046 
58487.539 19.101 0.045 
58494.448 19.136 0.035 
58502.513 19.497 0.148 
58503.487 19.432 0.204 
58508.464 19.526 0.120 
58509.488 19.539 0.122 
