ZTF20ackobeu 0.13 23.969601 -5.794482
filter ztfg
59136.349 21.355 0.182 
59136.350 21.340 0.179 
59138.370 20.582 0.140 
59139.393 20.542 0.186 
59140.294 20.403 0.079 
59140.295 20.265 0.075 
59141.304 20.068 0.063 
59142.384 20.048 0.070 
59142.385 20.000 0.069 
59149.411 19.514 0.135 
59150.396 19.388 0.137 
59154.308 19.496 0.143 
59158.287 19.908 0.130 
59164.270 20.305 0.158 
59167.253 20.434 0.136 
59169.249 20.600 0.136 
filter ztfr
59136.332 21.139 0.227 
59136.333 21.038 0.156 
59137.344 20.829 0.158 
59137.354 21.154 0.237 
59138.319 20.782 0.160 
59138.321 20.551 0.155 
59138.329 20.560 0.153 
59138.330 21.042 0.236 
59139.271 20.790 0.174 
59139.282 20.706 0.149 
59139.303 20.561 0.134 
59140.264 20.278 0.108 
59140.266 20.164 0.088 
59141.345 20.087 0.086 
59141.352 20.095 0.123 
59141.352 20.259 0.145 
59143.325 19.998 0.066 
59143.325 20.156 0.072 
59144.235 19.743 0.051 
59146.214 19.714 0.107 
59146.215 19.789 0.117 
59147.291 19.719 0.200 
59149.227 19.664 0.211 
59149.228 19.284 0.148 
59149.339 19.549 0.140 
59150.265 19.624 0.148 
59150.266 19.857 0.181 
59150.276 19.567 0.122 
59155.349 19.663 0.100 
59155.350 19.680 0.111 
59156.278 19.655 0.101 
59157.330 19.816 0.127 
59157.330 19.796 0.106 
59158.213 19.774 0.102 
59164.280 20.117 0.154 
59167.226 20.309 0.108 
59169.207 20.217 0.115 
59172.150 20.236 0.124 
filter ztfi
59141.292 20.473 0.189 
59182.280 20.198 0.261 
