ZTF19acmgyka 0.05357103 52.10165 44.485018
filter ztfg
58788.375 20.627 0.148 
58788.375 20.996 0.198 
58790.233 20.209 0.091 
58790.244 20.077 0.080 
58790.329 20.133 0.064 
58790.330 20.044 0.065 
58791.234 19.840 0.073 
58791.245 19.689 0.059 
58791.292 19.788 0.047 
58791.303 19.766 0.051 
58791.304 19.859 0.050 
58792.234 19.646 0.080 
58792.245 19.672 0.053 
58793.234 19.623 0.078 
58793.245 19.526 0.058 
58794.234 19.328 0.072 
58794.245 19.282 0.052 
58794.279 19.244 0.044 
58794.281 19.321 0.054 
58795.234 19.240 0.068 
58795.245 19.187 0.059 
58795.269 19.118 0.058 
58795.269 19.174 0.058 
58795.269 19.253 0.061 
58795.283 19.273 0.054 
58795.286 19.140 0.047 
58796.234 19.126 0.093 
58796.245 19.050 0.062 
58796.269 19.027 0.058 
58796.270 19.137 0.070 
58797.215 18.831 0.061 
58797.217 18.888 0.066 
58797.254 18.966 0.067 
58797.268 19.056 0.074 
58797.268 19.159 0.078 
58798.184 19.009 0.094 
58798.185 18.974 0.093 
58800.243 19.171 0.137 
58800.247 19.098 0.152 
58801.218 18.770 0.090 
58801.226 19.091 0.112 
58802.193 18.908 0.064 
58802.194 18.862 0.056 
58802.239 18.907 0.065 
58802.239 18.964 0.070 
58802.240 19.016 0.074 
58803.202 18.849 0.055 
58803.202 18.914 0.057 
58804.202 19.037 0.050 
58804.203 18.971 0.045 
58805.200 18.966 0.029 
58805.200 19.002 0.027 
58806.359 19.121 0.043 
58806.360 19.027 0.038 
58811.220 19.309 0.042 
58811.221 19.446 0.052 
58811.244 19.328 0.039 
58811.244 19.395 0.050 
58811.245 19.370 0.053 
58812.327 19.437 0.035 
58812.328 19.572 0.042 
58819.221 20.258 0.096 
58820.193 20.157 0.164 
58820.219 19.982 0.122 
filter ztfr
58789.279 20.055 0.129 
58790.210 19.803 0.079 
58790.221 19.745 0.070 
58790.358 19.650 0.053 
58790.359 19.788 0.062 
58791.211 19.491 0.088 
58791.222 19.593 0.067 
58792.211 19.406 0.091 
58792.222 19.291 0.043 
58792.371 19.228 0.036 
58792.371 19.212 0.032 
58793.211 19.140 0.069 
58793.222 19.036 0.044 
58794.211 18.845 0.057 
58794.222 18.934 0.042 
58794.328 18.940 0.032 
58794.329 18.917 0.033 
58795.211 18.926 0.075 
58795.222 18.842 0.041 
58795.324 18.716 0.031 
58795.325 18.866 0.037 
58796.211 19.148 0.131 
58796.222 18.772 0.050 
58796.307 18.803 0.046 
58796.308 18.768 0.046 
58797.322 18.603 0.043 
58797.324 18.670 0.045 
58798.245 18.627 0.044 
58798.320 18.656 0.058 
58798.322 18.628 0.054 
58799.251 18.839 0.084 
58799.257 18.600 0.067 
58799.266 18.611 0.071 
58801.276 18.818 0.138 
58801.277 18.660 0.131 
58803.301 18.548 0.033 
58803.303 18.510 0.032 
58804.245 18.623 0.042 
58804.246 18.584 0.045 
58804.398 18.600 0.048 
58804.398 18.677 0.061 
58804.399 18.713 0.057 
58804.399 18.616 0.045 
58804.400 18.648 0.050 
58804.400 18.593 0.041 
58804.401 18.549 0.042 
58804.401 18.583 0.043 
58804.402 18.605 0.047 
58804.402 18.723 0.049 
58804.402 18.559 0.043 
58804.403 18.608 0.047 
58804.403 18.658 0.049 
58804.404 18.664 0.048 
58804.404 18.484 0.042 
58804.405 18.597 0.040 
58804.405 18.596 0.043 
58804.406 18.644 0.048 
58804.406 18.624 0.041 
58804.406 18.589 0.038 
58804.407 18.635 0.048 
58804.407 18.584 0.044 
58804.408 18.696 0.049 
58804.408 18.659 0.055 
58804.409 18.565 0.041 
58804.409 18.624 0.045 
58804.410 18.585 0.045 
58804.410 18.593 0.044 
58804.411 18.684 0.053 
58804.411 18.673 0.054 
58804.411 18.675 0.053 
58804.412 18.658 0.051 
58804.412 18.577 0.048 
58804.413 18.575 0.043 
58804.413 18.616 0.042 
58804.414 18.634 0.047 
58804.414 18.722 0.053 
58804.415 18.543 0.050 
58804.415 18.716 0.064 
58804.416 18.726 0.068 
58804.416 18.478 0.052 
58804.416 18.664 0.054 
58804.417 18.575 0.048 
58804.417 18.629 0.051 
58804.418 18.734 0.053 
58804.418 18.625 0.057 
58804.419 18.700 0.053 
58804.419 18.722 0.055 
58804.420 18.591 0.045 
58804.420 18.683 0.045 
58804.421 18.611 0.045 
58804.421 18.658 0.043 
58804.421 18.585 0.042 
58804.422 18.562 0.044 
58804.422 18.638 0.052 
58804.423 18.680 0.047 
58804.423 18.714 0.048 
58804.424 18.613 0.044 
58804.424 18.605 0.045 
58804.425 18.623 0.046 
58804.425 18.675 0.043 
58804.425 18.541 0.040 
58804.426 18.572 0.045 
58804.426 18.616 0.048 
58804.427 18.582 0.047 
58804.427 18.525 0.047 
58804.428 18.629 0.047 
58804.428 18.612 0.053 
58804.429 18.628 0.053 
58804.429 18.575 0.051 
58804.430 18.668 0.051 
58804.430 18.715 0.064 
58804.430 18.673 0.058 
58804.431 18.613 0.055 
58804.431 18.581 0.055 
58804.432 18.692 0.057 
58804.432 18.581 0.049 
58804.433 18.684 0.053 
58804.433 18.642 0.052 
58804.434 18.616 0.045 
58804.434 18.605 0.047 
58804.435 18.697 0.051 
58804.435 18.628 0.047 
58804.435 18.569 0.046 
58804.436 18.649 0.054 
58804.436 18.561 0.048 
58804.437 18.563 0.050 
58804.437 18.584 0.054 
58804.438 18.658 0.058 
58804.438 18.627 0.051 
58804.439 18.605 0.049 
58804.439 18.607 0.047 
58804.439 18.656 0.051 
58804.440 18.712 0.056 
58804.440 18.602 0.054 
58804.441 18.630 0.056 
58804.441 18.582 0.055 
58804.442 18.501 0.046 
58804.442 18.695 0.049 
58804.443 18.648 0.052 
58804.443 18.673 0.050 
58804.444 18.616 0.052 
58804.444 18.616 0.048 
58804.444 18.654 0.058 
58804.445 18.600 0.049 
58804.445 18.604 0.055 
58804.446 18.690 0.056 
58804.446 18.585 0.051 
58804.447 18.701 0.056 
58804.447 18.565 0.048 
58804.448 18.675 0.059 
58804.448 18.679 0.059 
58804.449 18.507 0.046 
58804.449 18.624 0.055 
58804.449 18.628 0.056 
58804.450 18.653 0.051 
58804.450 18.585 0.056 
58804.451 18.619 0.051 
58804.451 18.680 0.051 
58804.452 18.614 0.054 
58804.452 18.667 0.062 
58804.453 18.537 0.055 
58804.453 18.709 0.054 
58804.454 18.690 0.060 
58804.454 18.676 0.062 
58804.454 18.671 0.066 
58804.455 18.728 0.064 
58804.455 18.694 0.062 
58804.456 18.640 0.059 
58804.456 18.624 0.047 
58804.457 18.564 0.049 
58804.457 18.737 0.057 
58804.458 18.628 0.052 
58804.458 18.523 0.049 
58804.458 18.583 0.063 
58804.459 18.597 0.059 
58804.459 18.609 0.054 
58804.460 18.628 0.057 
58804.460 18.546 0.060 
58804.461 18.604 0.070 
58804.461 18.662 0.069 
58804.462 18.575 0.066 
58804.463 18.724 0.073 
58804.463 18.633 0.069 
58804.463 18.608 0.062 
58804.464 18.588 0.060 
58804.464 18.620 0.058 
58804.465 18.620 0.058 
58804.465 18.568 0.059 
58804.466 18.581 0.057 
58804.466 18.568 0.058 
58804.467 18.655 0.064 
58804.467 18.614 0.062 
58804.468 18.594 0.063 
58804.468 18.758 0.069 
58804.468 18.531 0.059 
58804.469 18.647 0.063 
58804.469 18.689 0.067 
58804.470 18.522 0.057 
58804.470 18.700 0.062 
58804.471 18.515 0.061 
58805.237 18.618 0.027 
58805.338 18.676 0.027 
58811.306 18.951 0.057 
58812.199 19.015 0.035 
58812.212 19.012 0.029 
58812.214 19.024 0.032 
58814.216 19.240 0.054 
58814.217 19.065 0.046 
58827.249 19.383 0.131 
58827.250 19.699 0.157 
58830.247 19.539 0.102 
58830.248 19.561 0.091 
58830.280 19.748 0.119 
58831.301 20.511 0.094 
58833.217 20.107 0.143 
58833.280 19.803 0.114 
58836.442 20.242 0.171 
58837.248 20.155 0.117 
58846.136 20.397 0.118 
58849.160 20.533 0.102 
58849.181 20.794 0.151 
58852.175 20.736 0.153 
