ZTF19aamfxby 0.07672929 118.384024 65.416893
filter ztfg
58556.248 18.852 0.060 
58558.140 18.538 0.051 
58558.384 18.610 0.063 
58559.155 18.427 0.038 
58559.156 18.403 0.038 
58559.299 18.600 0.064 
58559.300 18.617 0.061 
58560.179 18.319 0.045 
58560.197 18.447 0.048 
58561.215 18.235 0.063 
58561.216 18.379 0.066 
58562.196 18.313 0.068 
58562.197 18.234 0.067 
58562.237 18.080 0.057 
58562.238 18.002 0.132 
58567.181 18.111 0.015 
58567.184 18.069 0.013 
58568.200 18.166 0.014 
58568.202 18.086 0.014 
58575.259 18.392 0.025 
58581.198 18.611 0.031 
58581.199 18.746 0.034 
58581.202 18.778 0.031 
58581.203 18.802 0.032 
58582.160 18.728 0.025 
58582.161 18.928 0.033 
58584.217 19.077 0.059 
58584.222 19.107 0.070 
58584.235 18.968 0.053 
58584.236 19.015 0.057 
58585.178 18.921 0.053 
58585.211 19.189 0.061 
58586.158 19.074 0.053 
58586.188 19.301 0.084 
58587.178 19.194 0.062 
58587.179 19.139 0.067 
58587.201 19.355 0.085 
58587.202 19.379 0.085 
58591.164 19.447 0.111 
58591.165 19.440 0.101 
58591.170 19.656 0.166 
58591.171 19.653 0.155 
58592.155 19.232 0.096 
58592.155 19.496 0.130 
58594.200 19.732 0.155 
58594.201 19.883 0.177 
58594.203 19.779 0.161 
58596.182 20.019 0.097 
58596.183 19.997 0.098 
58598.220 20.208 0.096 
58598.221 20.047 0.073 
58598.222 20.218 0.098 
58598.223 20.197 0.099 
58600.205 20.215 0.095 
58602.195 20.568 0.140 
58602.196 20.190 0.087 
58605.222 20.114 0.085 
58605.224 20.676 0.167 
58606.161 20.438 0.112 
58606.162 20.834 0.172 
58608.200 20.332 0.123 
58608.201 20.442 0.118 
58609.196 20.675 0.184 
58609.196 20.588 0.157 
58609.198 20.298 0.158 
58617.181 20.518 0.220 
58617.182 20.122 0.171 
filter ztfr
58556.160 19.125 0.090 
58556.171 19.031 0.072 
58556.193 19.078 0.092 
58557.239 18.879 0.070 
58557.240 18.997 0.085 
58558.230 18.663 0.046 
58558.276 18.900 0.071 
58559.221 18.675 0.050 
58559.222 18.619 0.046 
58559.228 18.528 0.036 
58559.229 18.552 0.039 
58560.326 18.392 0.046 
58560.328 18.506 0.052 
58562.136 18.350 0.067 
58562.156 18.463 0.069 
58562.159 18.342 0.058 
58567.141 18.061 0.012 
58567.142 18.105 0.015 
58567.217 18.183 0.020 
58567.218 18.179 0.020 
58573.241 18.126 0.021 
58573.242 18.202 0.024 
58573.244 18.257 0.031 
58581.237 18.505 0.029 
58581.238 18.557 0.028 
58582.192 18.460 0.021 
58582.245 18.520 0.027 
58584.166 18.677 0.046 
58585.158 18.563 0.029 
58585.164 18.640 0.043 
58586.199 18.668 0.038 
58586.201 18.569 0.029 
58587.164 18.727 0.064 
58587.165 18.645 0.064 
58588.156 18.623 0.041 
58588.158 18.664 0.090 
58591.146 18.786 0.059 
58592.226 18.624 0.055 
58592.236 18.879 0.074 
58594.166 18.922 0.042 
58594.167 19.012 0.043 
58598.159 18.924 0.032 
58598.162 18.916 0.031 
58599.157 18.986 0.035 
58599.159 19.185 0.051 
58601.268 19.176 0.053 
58601.269 19.199 0.064 
58601.270 19.182 0.047 
58601.271 19.076 0.046 
58606.177 19.355 0.063 
58606.178 19.355 0.057 
58606.184 19.258 0.046 
58606.185 19.288 0.043 
58608.224 19.456 0.079 
58608.225 19.391 0.067 
58609.164 19.574 0.100 
58617.219 19.862 0.122 
58617.220 19.684 0.106 
58617.221 19.876 0.139 
58617.222 19.891 0.149 
