ZTF19acfvuxk 0.10516161 32.738535 29.628366
filter ztfg
58774.166 20.431 0.229 
58775.166 19.876 0.072 
58776.165 19.990 0.098 
58777.166 20.206 0.154 
58778.166 20.008 0.094 
58779.166 20.025 0.109 
58781.166 20.227 0.199 
58782.164 20.470 0.191 
58782.232 20.246 0.119 
58783.166 20.108 0.126 
58783.230 20.362 0.155 
58785.166 20.219 0.121 
58785.377 20.303 0.128 
58785.381 20.426 0.165 
58786.173 20.107 0.123 
58787.165 20.249 0.155 
58788.166 20.440 0.188 
58788.359 20.421 0.130 
58788.363 20.584 0.193 
58789.166 20.568 0.191 
58789.355 20.495 0.202 
58789.369 20.605 0.188 
58789.371 20.458 0.163 
58790.280 20.558 0.180 
58790.286 20.465 0.130 
58790.296 20.713 0.152 
58791.286 21.066 0.217 
58791.286 20.776 0.154 
58791.294 20.744 0.136 
58792.351 20.512 0.116 
filter ztfr
58763.337 21.450 0.256 
58763.360 21.345 0.293 
58764.423 21.320 0.220 
58765.424 21.081 0.184 
58767.510 20.880 0.276 
58769.340 19.842 0.205 
58773.137 19.964 0.191 
58774.138 19.796 0.166 
58775.138 19.928 0.107 
58775.195 20.010 0.107 
58776.137 19.747 0.094 
58777.138 19.874 0.174 
58778.138 19.815 0.104 
58778.331 19.735 0.079 
58778.332 19.627 0.071 
58779.138 19.709 0.123 
58779.296 19.899 0.069 
58781.138 19.751 0.217 
58781.293 19.810 0.108 
58781.297 19.671 0.101 
58782.137 19.896 0.131 
58782.379 19.813 0.076 
58783.138 19.789 0.137 
58783.303 19.868 0.068 
58785.138 19.867 0.115 
58786.144 19.837 0.124 
58787.137 20.035 0.213 
58788.273 19.976 0.115 
58788.280 20.007 0.113 
58789.138 19.976 0.159 
58789.266 19.978 0.137 
58789.271 19.952 0.116 
58789.278 20.072 0.107 
58791.345 20.188 0.121 
58791.345 20.177 0.093 
58792.359 20.004 0.108 
58792.361 20.289 0.124 
58793.369 19.965 0.113 
58793.371 20.170 0.106 
58794.300 20.221 0.143 
58794.319 20.369 0.129 
58795.315 20.031 0.137 
58795.315 20.335 0.160 
58796.297 20.061 0.196 
58796.298 20.613 0.255 
58797.330 19.905 0.236 
58803.270 19.576 0.166 
58803.282 20.246 0.151 
58806.243 20.643 0.131 
filter ztfi
58765.325 20.833 0.291 
58769.309 20.129 0.284 
58769.310 20.243 0.311 
