ZTF20abwvswy 0.09788133 338.315731 34.011702
filter ztfg
59092.305 19.310 0.083 
59093.405 19.177 0.094 
59095.304 19.009 0.081 
59097.346 18.993 0.068 
59097.347 18.892 0.067 
59099.370 18.969 0.050 
59106.333 19.315 0.044 
59107.339 19.177 0.034 
59107.360 19.295 0.042 
59108.305 19.259 0.035 
59109.299 19.408 0.046 
59109.300 19.421 0.046 
59109.333 19.284 0.051 
59110.320 19.359 0.050 
59111.327 19.406 0.038 
59112.283 19.472 0.033 
59112.283 19.572 0.036 
59112.307 19.489 0.033 
59113.371 19.582 0.039 
59114.242 19.718 0.049 
59115.217 19.816 0.064 
59115.254 19.849 0.051 
59115.256 19.815 0.048 
59116.243 20.013 0.074 
59116.301 19.840 0.046 
59117.250 19.973 0.078 
59117.324 20.030 0.059 
59118.361 20.249 0.081 
59118.369 20.083 0.060 
59119.256 20.131 0.132 
59119.366 20.102 0.131 
59120.274 20.558 0.244 
59121.274 20.160 0.159 
59121.279 20.112 0.148 
59122.245 20.623 0.291 
59123.197 20.189 0.251 
59126.257 20.402 0.204 
59129.298 20.734 0.178 
59129.308 20.448 0.173 
59130.176 21.167 0.166 
59131.262 21.111 0.188 
59131.264 21.094 0.189 
59134.216 21.327 0.200 
59135.240 21.295 0.164 
59136.246 21.368 0.200 
filter ztfr
59094.353 18.939 0.099 
59096.313 18.927 0.050 
59097.286 19.117 0.071 
59097.287 18.967 0.056 
59098.321 19.048 0.049 
59098.350 18.980 0.052 
59099.218 18.937 0.034 
59099.317 18.895 0.038 
59106.344 19.081 0.043 
59106.344 19.091 0.040 
59107.253 19.005 0.033 
59109.242 19.187 0.039 
59109.243 19.174 0.039 
59110.260 19.175 0.051 
59111.268 19.372 0.046 
59112.193 19.375 0.039 
59112.202 19.292 0.035 
59113.263 19.351 0.039 
59113.290 19.429 0.046 
59114.298 19.362 0.039 
59115.283 19.335 0.038 
59115.283 19.502 0.043 
59115.366 19.258 0.045 
59116.321 19.527 0.047 
59116.367 19.499 0.050 
59117.348 19.494 0.043 
59118.244 19.590 0.059 
59118.318 19.621 0.057 
59118.320 19.611 0.053 
59119.169 19.781 0.080 
59121.194 19.710 0.102 
59123.301 19.545 0.149 
59123.303 19.793 0.172 
59124.258 19.848 0.139 
59124.276 19.483 0.100 
59125.282 19.933 0.126 
59125.283 19.602 0.097 
59126.305 19.727 0.103 
59126.322 19.799 0.115 
59128.247 19.636 0.072 
59130.264 20.115 0.102 
59131.247 20.097 0.072 
59131.248 20.033 0.072 
59134.174 19.980 0.086 
59134.180 20.145 0.095 
59135.265 20.304 0.086 
59136.178 20.270 0.086 
59136.182 20.320 0.102 
59138.138 20.232 0.084 
59138.143 20.774 0.139 
59139.258 20.326 0.094 
59140.222 20.317 0.087 
59140.223 20.558 0.102 
59141.177 20.677 0.121 
59143.220 20.722 0.121 
59144.226 20.426 0.097 
59144.226 20.501 0.099 
59145.177 20.550 0.116 
59150.216 20.363 0.225 
59151.222 20.874 0.291 
59153.121 20.389 0.176 
59155.118 20.759 0.181 
59165.093 20.820 0.158 
59179.116 21.059 0.252 
