ZTF19abxtdgh 0.03115662 37.747035 22.401242
filter ztfg
58733.461 20.490 0.123 
58734.450 20.099 0.082 
58734.450 19.973 0.067 
58736.478 18.869 0.028 
58737.450 18.666 0.030 
58737.450 18.738 0.034 
58738.437 18.404 0.035 
58738.437 18.390 0.030 
58742.507 17.773 0.073 
58746.392 17.666 0.028 
58746.442 17.700 0.019 
58746.443 17.724 0.018 
58749.324 17.576 0.012 
58749.383 17.754 0.010 
58749.384 17.742 0.010 
58750.435 17.714 0.012 
58750.435 17.742 0.012 
58756.415 17.810 0.011 
58757.435 18.060 0.013 
58757.435 18.052 0.014 
58758.419 18.121 0.014 
58758.420 18.128 0.014 
58759.401 18.198 0.017 
58760.399 18.343 0.015 
58760.400 18.286 0.015 
58763.410 18.521 0.024 
58763.431 18.665 0.021 
58763.431 18.579 0.020 
58764.322 18.688 0.027 
58764.323 18.626 0.026 
58766.320 18.952 0.061 
58766.321 18.938 0.062 
58766.423 18.745 0.041 
58768.348 19.058 0.087 
58768.349 19.046 0.078 
58769.486 19.106 0.163 
58776.529 19.651 0.159 
58779.389 20.022 0.066 
58779.390 20.239 0.085 
58785.330 20.921 0.193 
58785.330 20.353 0.113 
58785.376 20.445 0.170 
58786.256 20.479 0.185 
58786.256 20.383 0.170 
58787.374 20.865 0.248 
58787.375 20.427 0.165 
58788.358 20.356 0.136 
58788.365 20.380 0.115 
58788.365 20.627 0.134 
58789.350 20.535 0.232 
58789.351 20.496 0.160 
58789.351 20.559 0.167 
58790.282 21.009 0.205 
58790.282 20.810 0.160 
58790.285 20.423 0.146 
58790.295 20.781 0.216 
58791.295 20.525 0.144 
58792.350 20.537 0.160 
58797.313 20.211 0.257 
58802.245 19.083 0.191 
58806.196 20.654 0.181 
58811.204 20.577 0.223 
58811.208 21.389 0.311 
58812.330 20.802 0.215 
filter ztfr
58733.407 19.866 0.074 
58739.396 17.847 0.020 
58739.401 17.846 0.022 
58739.404 17.868 0.019 
58740.395 17.747 0.020 
58740.396 17.725 0.019 
58741.393 17.581 0.020 
58741.394 17.596 0.020 
58747.457 17.280 0.010 
58747.458 17.288 0.010 
58748.368 17.264 0.008 
58748.369 17.253 0.008 
58749.303 17.166 0.008 
