ZTF20abvowvw 0.05477764 14.63458 -2.833894
filter ztfg
59099.394 17.472 0.022 
59107.357 17.836 0.013 
59110.337 18.011 0.016 
59113.386 18.303 0.015 
59114.339 18.362 0.016 
59115.423 18.458 0.019 
59117.332 18.674 0.019 
59119.358 18.852 0.043 
59120.316 18.992 0.066 
59120.456 18.922 0.036 
59121.332 18.922 0.079 
59122.337 19.329 0.152 
59126.280 19.400 0.146 
59126.281 19.143 0.107 
59128.297 19.523 0.109 
59128.298 19.348 0.091 
59129.348 19.578 0.081 
59130.365 19.602 0.064 
59131.338 19.562 0.079 
59134.274 20.044 0.088 
59134.274 20.028 0.085 
59135.274 20.002 0.059 
59136.346 20.125 0.067 
59136.347 20.001 0.057 
59137.254 20.084 0.113 
59138.254 20.150 0.108 
59138.257 20.011 0.096 
59139.212 20.203 0.080 
59140.288 20.225 0.077 
59140.289 20.124 0.066 
59141.305 20.157 0.071 
59144.316 20.314 0.069 
59153.233 19.835 0.215 
59164.269 21.071 0.278 
59169.248 20.790 0.157 
59171.235 20.752 0.143 
filter ztfr
59099.337 17.577 0.017 
59107.309 17.882 0.014 
59110.358 18.139 0.017 
59112.405 18.168 0.011 
59113.341 18.244 0.015 
59113.348 18.236 0.014 
59114.403 18.265 0.014 
59115.337 18.324 0.016 
59115.377 18.314 0.018 
59116.377 18.341 0.016 
59116.414 18.367 0.017 
59117.356 18.380 0.014 
59118.288 18.365 0.021 
59118.328 18.336 0.016 
59119.379 18.392 0.021 
59120.496 18.431 0.039 
59126.316 18.486 0.051 
59126.318 18.450 0.051 
59128.379 18.507 0.049 
59128.380 18.563 0.051 
59130.299 18.640 0.020 
59131.424 18.667 0.038 
59134.317 18.804 0.030 
59134.319 18.836 0.031 
59135.388 18.996 0.031 
59136.310 18.918 0.024 
59136.310 18.931 0.025 
59137.343 19.025 0.034 
59138.297 19.097 0.041 
59138.297 19.100 0.036 
59139.252 19.081 0.033 
59139.359 19.082 0.037 
59139.359 19.098 0.039 
59139.360 19.015 0.034 
59139.360 19.123 0.039 
59140.269 19.164 0.032 
59140.270 19.218 0.034 
59141.342 19.203 0.046 
59144.233 19.382 0.030 
59146.274 19.482 0.106 
59153.328 19.781 0.204 
59155.265 19.596 0.084 
59157.233 19.894 0.099 
59164.280 20.028 0.124 
59167.226 20.230 0.120 
59169.208 20.123 0.097 
59173.239 20.548 0.143 
