ZTF19achagst 0.07248055 112.650139 45.211989
filter ztfg
58778.513 19.841 0.087 
58781.474 19.254 0.057 
58784.468 18.796 0.034 
58789.447 18.556 0.017 
58790.536 18.613 0.019 
58793.528 18.709 0.017 
58796.283 18.871 0.092 
58805.491 19.674 0.103 
58811.433 20.446 0.109 
58846.246 21.170 0.197 
58852.465 21.833 0.262 
58853.462 22.086 0.300 
filter ztfr
58778.490 19.866 0.137 
58781.491 19.224 0.069 
58784.514 18.891 0.065 
58787.511 18.639 0.044 
58790.479 18.555 0.029 
58791.493 18.476 0.020 
58793.487 18.560 0.023 
58798.313 18.670 0.058 
58799.342 18.778 0.061 
58799.477 18.746 0.049 
58800.430 18.829 0.059 
58805.478 19.101 0.060 
58806.509 19.056 0.047 
58827.280 20.581 0.284 
58833.381 20.045 0.185 
58836.448 20.509 0.155 
58836.452 20.597 0.159 
58837.432 20.609 0.198 
58846.291 21.031 0.194 
58851.432 21.111 0.269 
58852.429 21.029 0.190 
58855.326 20.842 0.250 
