ZTF19aakoese 0.06575193 95.310456 48.636781
filter ztfg
58534.311 19.795 0.209 
58538.332 19.153 0.086 
58540.177 18.911 0.025 
58540.184 18.893 0.022 
58547.242 18.578 0.027 
58547.244 18.813 0.029 
58556.142 19.575 0.093 
58558.143 19.827 0.170 
58559.161 20.337 0.216 
58559.162 20.216 0.189 
58560.177 19.871 0.144 
58567.176 20.821 0.159 
58567.187 20.616 0.170 
filter ztfr
58534.212 19.477 0.180 
58539.205 18.913 0.041 
58540.203 18.781 0.031 
58540.235 18.663 0.031 
58547.122 18.535 0.029 
58547.180 18.489 0.025 
58547.181 18.576 0.025 
58556.177 19.151 0.103 
58556.177 19.066 0.084 
58558.176 19.167 0.125 
58558.232 18.967 0.137 
58559.178 19.255 0.105 
58559.196 19.038 0.077 
58559.197 19.327 0.107 
58560.139 19.280 0.096 
58562.132 19.288 0.163 
58562.132 19.466 0.239 
58562.133 19.336 0.173 
58567.136 19.584 0.060 
58567.137 19.573 0.070 
58567.138 19.615 0.074 
58573.143 19.982 0.101 
58582.181 20.278 0.191 
58598.164 21.042 0.278 
