ZTF19abitbcj 0.04239917 239.881104 43.429585
filter ztfg
58691.216 19.163 0.040 
58691.217 18.934 0.026 
58693.239 18.250 0.018 
58693.270 18.288 0.018 
58693.286 18.243 0.017 
58694.223 17.986 0.013 
58694.223 18.012 0.011 
58697.198 17.455 0.007 
58697.200 17.432 0.006 
58699.200 17.229 0.008 
58704.159 17.022 0.005 
58704.160 17.057 0.006 
58706.172 17.026 0.009 
58708.161 17.036 0.012 
58708.162 17.076 0.012 
58708.179 17.072 0.011 
58708.181 17.051 0.013 
58708.346 17.137 0.027 
58709.167 17.079 0.013 
58709.172 17.135 0.013 
58709.173 17.133 0.012 
58710.166 17.113 0.013 
58711.158 17.224 0.011 
58711.159 17.198 0.012 
58711.224 17.255 0.014 
58711.229 17.174 0.014 
58711.242 17.207 0.016 
58712.152 17.268 0.008 
58712.154 17.224 0.010 
58712.176 17.250 0.010 
58712.177 17.248 0.011 
58712.193 17.276 0.011 
58714.159 17.364 0.007 
58714.160 17.390 0.008 
58714.222 17.379 0.013 
58714.223 17.375 0.013 
58716.165 17.512 0.008 
58716.182 17.509 0.009 
58716.270 17.579 0.019 
58718.163 17.645 0.009 
58718.179 17.671 0.009 
58724.175 18.148 0.015 
58724.265 18.182 0.019 
58725.175 18.344 0.022 
58725.175 18.291 0.018 
58725.196 18.302 0.020 
58725.208 18.287 0.018 
58727.154 18.437 0.017 
58727.155 18.503 0.018 
58727.172 18.459 0.020 
58728.138 18.570 0.027 
58728.141 18.478 0.020 
58729.137 18.647 0.031 
58729.137 18.627 0.031 
58732.131 18.801 0.049 
58732.141 18.810 0.037 
58732.142 18.873 0.038 
58732.150 18.852 0.041 
58732.164 18.903 0.040 
58732.171 18.879 0.036 
58732.187 18.840 0.041 
58733.153 18.901 0.043 
58733.166 18.932 0.044 
58733.179 18.997 0.056 
58733.186 18.947 0.052 
58733.200 19.017 0.062 
58733.206 18.882 0.048 
58734.161 19.097 0.059 
58734.164 18.996 0.059 
58734.165 18.978 0.055 
58734.171 19.106 0.064 
58734.172 18.990 0.059 
58734.206 19.149 0.084 
58734.220 19.107 0.097 
58735.133 19.086 0.062 
58737.166 19.187 0.079 
58738.137 19.246 0.095 
58741.134 19.295 0.091 
58744.138 19.567 0.055 
58745.136 19.691 0.059 
58749.134 19.770 0.075 
58758.132 19.923 0.102 
58758.133 19.978 0.096 
filter ztfr
58691.172 19.072 0.035 
58691.207 19.042 0.038 
58697.174 17.610 0.012 
58697.174 17.605 0.013 
58700.180 17.328 0.009 
58700.181 17.384 0.010 
58705.156 17.166 0.011 
58705.181 17.176 0.010 
58709.260 17.195 0.015 
58709.260 17.226 0.015 
58711.282 17.265 0.016 
58711.283 17.348 0.018 
58711.304 17.308 0.019 
58711.305 17.339 0.021 
58712.244 17.332 0.014 
58713.239 17.420 0.029 
58724.154 17.981 0.014 
58724.156 17.989 0.019 
58725.240 18.022 0.019 
58725.242 17.991 0.022 
58727.143 17.985 0.017 
58727.144 18.052 0.025 
58728.194 18.127 0.022 
58728.201 17.981 0.019 
58728.240 18.123 0.029 
58731.131 18.112 0.031 
58732.216 18.044 0.027 
58732.218 18.086 0.024 
58732.219 18.109 0.026 
58733.214 18.124 0.027 
58733.246 18.121 0.032 
58734.140 18.170 0.025 
58734.140 18.200 0.028 
58735.237 18.170 0.038 
58737.183 18.285 0.047 
58744.125 18.616 0.032 
58749.116 18.918 0.051 
58749.116 18.971 0.051 
58761.116 19.340 0.081 
58761.117 19.327 0.076 
58765.117 19.492 0.095 
58765.118 19.285 0.084 
58768.121 19.253 0.120 
58768.121 19.644 0.153 
58771.104 19.842 0.184 
filter ztfi
58691.349 19.394 0.071 
58692.302 18.998 0.069 
58696.175 18.040 0.020 
58700.162 17.783 0.017 
58700.164 17.782 0.019 
58706.159 17.974 0.026 
58706.160 17.897 0.022 
58710.235 18.157 0.039 
58710.240 18.070 0.036 
58719.149 18.852 0.070 
58719.150 18.791 0.070 
58725.215 18.831 0.063 
58725.226 18.816 0.057 
58733.130 18.666 0.056 
58733.131 18.664 0.057 
