ZTF20acgcgnf 0.08944178 118.266509 29.285547
filter ztfg
59124.509 18.675 0.056 
59126.478 18.881 0.053 
59128.450 19.036 0.118 
59130.513 18.867 0.050 
59135.445 19.087 0.038 
59137.465 19.288 0.041 
59139.445 19.422 0.052 
59141.476 19.551 0.041 
59142.447 19.680 0.048 
59142.448 19.685 0.045 
59143.511 19.719 0.046 
59145.468 20.026 0.067 
59149.514 20.253 0.108 
59150.452 20.450 0.162 
59152.541 20.794 0.211 
59155.507 20.538 0.205 
filter ztfr
59122.523 18.927 0.039 
59124.423 18.633 0.059 
59124.448 18.707 0.057 
59126.520 18.835 0.046 
59128.505 18.779 0.049 
59130.524 18.919 0.059 
59135.495 18.937 0.031 
59137.504 19.020 0.038 
59139.516 19.118 0.037 
59141.503 19.226 0.037 
59143.478 19.334 0.045 
59145.489 19.389 0.038 
59150.486 19.637 0.060 
59152.464 19.496 0.089 
59155.465 19.711 0.093 
59157.479 19.996 0.175 
59163.502 20.288 0.131 
59165.463 20.312 0.095 
59168.436 20.217 0.123 
59170.506 20.709 0.151 
59175.467 20.500 0.126 
59182.474 20.673 0.284 
59189.359 20.410 0.177 
