ZTF19aczeomw 0.04114699 97.070079 23.608633
filter ztfg
58836.411 19.339 0.043 
58846.235 18.253 0.015 
58853.446 18.726 0.023 
58860.112 19.180 0.180 
58864.160 19.952 0.049 
58867.221 20.320 0.096 
58871.193 20.717 0.131 
58876.167 21.089 0.148 
58877.229 21.018 0.197 
58878.206 20.987 0.270 
58881.160 21.243 0.254 
58898.236 21.348 0.175 
filter ztfr
58834.238 19.993 0.229 
58834.242 19.994 0.212 
58834.248 19.902 0.181 
58834.249 20.107 0.270 
58834.252 19.890 0.224 
58834.253 19.996 0.209 
58834.264 19.784 0.191 
58834.264 20.176 0.283 
58834.274 20.067 0.293 
58834.331 20.229 0.259 
58834.336 19.852 0.191 
58834.347 19.873 0.187 
58834.348 19.906 0.194 
58834.349 19.687 0.160 
58834.352 20.274 0.255 
58835.280 19.448 0.124 
58835.283 19.480 0.127 
58835.299 19.516 0.144 
58835.303 19.465 0.127 
58835.305 19.494 0.102 
58835.305 19.580 0.114 
58835.307 19.520 0.095 
58835.309 19.443 0.107 
58835.313 19.517 0.108 
58835.314 19.419 0.100 
58835.315 19.650 0.118 
58835.317 19.195 0.080 
58835.319 19.372 0.096 
58835.324 19.371 0.092 
58835.326 19.459 0.088 
58835.331 19.457 0.081 
58835.337 19.380 0.077 
58835.338 19.475 0.087 
58835.341 19.305 0.084 
58835.341 19.496 0.108 
58835.342 19.664 0.136 
58835.347 19.366 0.089 
58835.350 19.473 0.097 
58835.351 19.525 0.095 
58835.352 19.435 0.099 
58835.353 19.567 0.116 
58835.361 19.413 0.085 
58835.363 19.236 0.077 
58835.363 19.501 0.116 
58835.364 19.438 0.104 
58835.366 19.388 0.090 
58835.369 19.420 0.098 
58835.372 19.464 0.089 
58835.388 19.461 0.095 
58835.389 19.439 0.080 
58835.390 19.504 0.107 
58835.395 19.420 0.091 
58835.400 19.544 0.099 
58836.232 19.077 0.033 
58836.246 19.043 0.034 
58836.250 19.094 0.036 
58836.253 18.999 0.030 
58836.253 19.037 0.031 
58836.254 18.987 0.031 
58836.257 19.051 0.031 
58836.259 18.958 0.028 
58836.262 19.081 0.031 
58836.263 18.987 0.030 
58836.264 19.035 0.031 
58836.266 19.058 0.029 
58836.268 19.003 0.029 
58836.271 19.104 0.034 
58836.276 19.098 0.030 
58836.281 19.087 0.031 
58836.282 19.070 0.030 
58836.288 19.033 0.029 
58836.299 18.984 0.030 
58836.301 19.134 0.040 
58836.302 19.128 0.040 
58836.309 19.062 0.036 
58836.310 19.035 0.032 
58836.315 19.033 0.032 
58836.319 19.006 0.028 
58836.322 19.073 0.030 
58836.328 19.046 0.039 
58836.328 19.109 0.033 
58836.329 19.061 0.032 
58836.331 19.022 0.032 
58836.332 19.027 0.030 
58836.333 19.014 0.031 
58836.334 18.994 0.033 
58836.337 19.027 0.037 
58836.338 19.011 0.030 
58836.338 19.077 0.032 
58836.340 19.049 0.033 
58836.344 18.981 0.033 
58836.345 19.075 0.034 
58836.350 19.044 0.034 
58836.350 19.019 0.032 
58836.356 18.995 0.032 
58836.360 19.060 0.035 
58836.361 19.045 0.033 
58836.362 19.003 0.031 
58836.370 18.946 0.027 
58836.372 19.034 0.032 
58836.375 19.005 0.028 
58836.376 18.935 0.029 
58836.379 18.929 0.026 
58836.380 19.016 0.028 
58836.381 18.968 0.027 
58836.382 18.941 0.027 
58836.385 18.964 0.027 
58836.386 19.027 0.031 
58836.390 19.018 0.031 
58836.400 19.048 0.035 
58836.401 18.969 0.031 
58836.403 18.942 0.031 
58836.436 18.990 0.038 
58846.278 17.951 0.014 
58850.454 18.171 0.031 
58860.226 18.686 0.059 
58860.274 18.524 0.044 
58861.204 18.751 0.064 
58862.352 18.705 0.039 
58867.254 18.862 0.031 
58871.244 19.349 0.054 
58873.174 19.359 0.038 
58875.222 19.737 0.082 
58877.257 19.821 0.071 
58880.226 19.930 0.072 
58882.143 20.061 0.104 
58887.162 20.124 0.219 
58890.202 20.132 0.186 
58892.285 20.169 0.122 
58894.213 20.389 0.093 
58894.246 20.265 0.088 
58898.136 20.228 0.082 
58898.165 20.386 0.091 
58900.182 20.711 0.148 
58903.170 20.849 0.161 
58906.171 20.416 0.132 
58915.149 20.670 0.229 
