ZTF18aaxcntm 0.02692 247.046403 39.820114
filter ztfg
58266.197 19.209 0.093 
58266.402 19.287 0.108 
58266.421 19.329 0.150 
58269.277 18.048 0.033 
58269.278 18.003 0.043 
58269.305 18.093 0.036 
58269.332 18.110 0.038 
58270.265 17.738 0.020 
58270.281 17.768 0.023 
58272.211 17.318 0.008 
58272.248 17.293 0.007 
58272.259 17.291 0.007 
58272.261 17.277 0.008 
58273.267 17.132 0.005 
58273.283 17.133 0.005 
58273.301 17.120 0.007 
58274.248 17.012 0.004 
58274.269 16.999 0.004 
58274.284 17.032 0.005 
58276.271 16.851 0.004 
58276.346 16.837 0.005 
58276.363 16.832 0.004 
58277.328 16.820 0.005 
58277.344 16.812 0.005 
58277.360 16.804 0.005 
58278.225 16.800 0.005 
58278.348 16.785 0.005 
58278.349 16.792 0.005 
58278.362 16.748 0.004 
58279.301 16.795 0.004 
58279.321 16.790 0.004 
58279.344 16.777 0.005 
58280.265 16.805 0.004 
58280.281 16.786 0.004 
58281.261 16.819 0.005 
58281.262 16.815 0.005 
58281.285 16.810 0.004 
58282.271 16.837 0.005 
58282.279 16.850 0.005 
58282.367 16.830 0.005 
58283.269 16.866 0.004 
58283.282 16.884 0.004 
58283.299 16.910 0.004 
58284.248 16.938 0.005 
58284.260 16.961 0.004 
58284.262 16.954 0.004 
58286.247 17.114 0.006 
58286.261 17.129 0.006 
58288.341 17.319 0.006 
58288.369 17.310 0.007 
58288.385 17.389 0.011 
58289.202 17.385 0.008 
58289.374 17.428 0.008 
58290.207 17.511 0.011 
58290.219 17.481 0.010 
58290.220 17.500 0.011 
58290.245 17.502 0.012 
58291.339 17.624 0.012 
58292.218 17.706 0.016 
58292.351 17.768 0.014 
58293.187 17.881 0.023 
58293.205 17.863 0.024 
58293.222 17.866 0.024 
58293.228 17.894 0.023 
58297.247 18.210 0.037 
58298.197 18.508 0.036 
58298.220 18.357 0.029 
58299.188 18.506 0.022 
58299.200 18.512 0.025 
58299.201 18.484 0.024 
58299.224 18.580 0.030 
58300.206 18.663 0.020 
58300.218 18.681 0.026 
58300.302 18.592 0.034 
58301.261 18.771 0.033 
58301.282 18.800 0.035 
58301.304 18.713 0.033 
58302.201 18.835 0.029 
58304.204 19.107 0.028 
58304.218 19.031 0.024 
58304.308 19.006 0.026 
58305.205 19.177 0.032 
58305.225 19.135 0.032 
58305.226 19.193 0.029 
58305.304 19.238 0.033 
58306.229 19.180 0.030 
58306.302 19.305 0.045 
58306.319 19.427 0.102 
58307.218 19.270 0.034 
58307.245 19.265 0.033 
58307.320 19.253 0.036 
58308.201 19.347 0.039 
58308.202 19.328 0.033 
58308.214 19.325 0.035 
58308.383 19.335 0.050 
58310.330 19.377 0.047 
58311.328 19.405 0.048 
58312.259 19.505 0.047 
58312.343 19.560 0.058 
58313.241 19.536 0.044 
58313.319 19.657 0.062 
58313.352 19.702 0.096 
58314.241 19.466 0.058 
58314.242 19.630 0.057 
58314.319 19.521 0.056 
58314.338 19.599 0.070 
58315.384 19.761 0.111 
58316.361 19.708 0.072 
58317.353 19.513 0.076 
58319.177 19.724 0.127 
58319.178 19.739 0.116 
58319.202 19.743 0.120 
58320.176 19.952 0.157 
58320.195 20.003 0.178 
58321.202 19.930 0.178 
58321.392 19.749 0.081 
58322.179 20.079 0.174 
58322.180 19.608 0.104 
58322.207 19.919 0.182 
58322.228 19.622 0.091 
58323.286 19.791 0.146 
58323.362 19.819 0.159 
58323.386 19.945 0.204 
58324.257 19.842 0.164 
58324.290 19.613 0.144 
58324.310 20.017 0.228 
58325.183 20.048 0.182 
58325.184 19.614 0.128 
58325.205 19.868 0.166 
58326.175 19.728 0.130 
58326.193 19.677 0.163 
58327.177 19.752 0.155 
58327.195 19.855 0.187 
58328.177 19.765 0.119 
58328.178 19.586 0.096 
58330.160 19.950 0.120 
58330.174 19.848 0.099 
58330.201 19.863 0.080 
58331.239 19.738 0.082 
58331.240 19.891 0.104 
58331.266 19.616 0.095 
58331.285 19.846 0.125 
58332.184 20.103 0.099 
58332.196 19.930 0.094 
58332.218 19.864 0.077 
58334.188 19.950 0.082 
58337.181 19.754 0.056 
58343.180 19.984 0.080 
58346.157 20.150 0.104 
filter ztfr
58266.292 19.196 0.084 
58266.296 19.188 0.083 
58266.297 19.240 0.088 
58266.326 18.993 0.066 
58268.377 18.183 0.035 
58268.406 18.210 0.035 
58269.341 17.928 0.055 
58269.361 17.906 0.025 
58269.362 17.913 0.028 
58269.396 17.879 0.022 
58270.331 17.606 0.017 
58270.343 17.617 0.017 
58271.391 17.498 0.022 
58272.279 17.230 0.011 
58272.302 17.147 0.010 
58272.303 17.213 0.009 
58272.318 17.170 0.010 
58273.322 17.040 0.008 
58273.342 17.041 0.008 
58273.369 17.037 0.007 
58274.305 16.980 0.006 
58274.319 17.001 0.007 
58274.348 16.984 0.008 
58275.345 16.937 0.006 
58275.346 16.963 0.007 
58275.363 16.951 0.007 
58275.383 16.937 0.008 
58276.290 16.869 0.007 
58276.305 16.852 0.006 
58276.321 16.879 0.007 
58277.270 16.825 0.007 
58277.286 16.779 0.007 
58277.383 16.838 0.006 
58278.266 16.784 0.006 
58278.282 16.762 0.006 
58278.283 16.778 0.007 
58278.311 16.780 0.006 
58279.269 16.766 0.006 
58279.286 16.780 0.006 
58280.304 16.742 0.006 
58280.320 16.749 0.007 
58280.340 16.696 0.006 
58281.216 16.691 0.006 
58281.217 16.740 0.006 
58281.324 16.787 0.008 
58281.348 16.778 0.006 
58282.310 16.763 0.007 
58282.320 16.762 0.007 
58282.341 16.778 0.007 
58283.326 16.801 0.007 
58283.342 16.800 0.007 
58283.368 16.831 0.007 
58284.284 16.879 0.007 
58284.285 16.865 0.008 
58284.297 16.867 0.007 
58284.317 16.910 0.008 
58285.305 16.954 0.007 
58285.324 16.985 0.007 
58286.292 17.076 0.008 
58286.300 17.094 0.007 
58286.325 17.111 0.008 
58287.265 17.159 0.008 
58287.287 17.151 0.007 
58287.288 17.195 0.008 
58287.301 17.171 0.008 
58288.280 17.244 0.009 
58288.302 17.233 0.010 
58288.318 17.242 0.009 
58289.240 17.343 0.010 
58289.258 17.363 0.012 
58290.263 17.370 0.010 
58290.328 17.404 0.012 
58290.345 17.361 0.010 
58291.266 17.430 0.011 
58291.277 17.445 0.013 
58291.300 17.461 0.014 
58292.247 17.439 0.015 
58292.260 17.470 0.012 
58292.297 17.445 0.012 
58293.266 17.460 0.013 
58293.289 17.511 0.016 
58296.250 17.446 0.013 
58296.280 17.492 0.016 
58297.277 17.496 0.017 
58297.303 17.469 0.021 
58298.266 17.493 0.016 
58298.284 17.517 0.016 
58298.297 17.522 0.020 
58299.349 17.500 0.022 
58299.385 17.531 0.022 
58300.330 17.426 0.015 
58300.346 17.488 0.015 
58300.357 17.435 0.015 
58301.184 17.542 0.012 
58301.348 17.537 0.014 
58301.366 17.599 0.018 
58302.305 17.701 0.025 
58302.320 17.696 0.022 
58302.350 17.662 0.024 
58303.306 17.740 0.014 
58303.319 17.740 0.015 
58303.350 17.706 0.015 
58304.330 17.785 0.014 
58304.339 17.799 0.014 
58305.339 17.923 0.017 
58305.372 18.008 0.024 
58306.188 18.012 0.028 
58306.200 17.922 0.016 
58307.187 18.071 0.018 
58307.201 18.044 0.018 
58307.366 18.040 0.018 
58308.239 18.150 0.018 
58308.240 18.088 0.016 
58308.329 18.092 0.028 
58311.185 18.288 0.022 
58311.201 18.294 0.022 
58311.202 18.278 0.020 
58311.217 18.311 0.024 
58312.216 18.322 0.020 
58312.240 18.315 0.017 
58313.224 18.374 0.024 
58314.181 18.461 0.026 
58314.203 18.405 0.025 
58314.204 18.469 0.023 
58314.213 18.449 0.029 
58315.245 18.357 0.029 
58315.318 18.569 0.030 
58315.344 18.425 0.028 
58316.239 18.506 0.027 
58316.254 18.649 0.055 
58319.223 18.700 0.040 
58319.245 18.700 0.043 
58319.246 18.707 0.036 
58319.256 18.798 0.040 
58320.259 18.685 0.036 
58320.277 18.714 0.042 
58320.352 18.693 0.035 
58321.224 18.738 0.038 
58321.236 18.697 0.037 
58321.264 18.683 0.039 
58322.234 18.768 0.040 
58322.234 18.691 0.037 
58322.255 18.749 0.040 
58322.289 18.753 0.039 
58323.230 18.789 0.044 
58323.244 18.743 0.044 
58325.222 18.859 0.054 
58325.223 18.787 0.052 
58325.238 18.812 0.055 
58325.265 18.894 0.059 
58326.288 19.025 0.079 
58326.295 18.959 0.072 
58327.276 18.934 0.069 
58327.302 19.098 0.109 
58327.318 19.011 0.094 
58329.301 19.055 0.076 
58329.319 18.944 0.065 
58330.304 19.028 0.067 
58330.318 19.104 0.073 
58330.341 19.110 0.085 
58331.184 18.997 0.037 
58331.194 19.093 0.043 
58331.195 19.065 0.038 
58331.214 19.053 0.049 
58332.280 19.197 0.064 
58332.299 19.143 0.063 
