name                z          t0                    x0                    x1                     c                  z_err                  t0_err              x0_err             x1_err                 c_err           peakmag_ztfg        peakmag_ztfi      peakmag_ztfr           mag_err
ZTF18aabqgnb 0.11619202730505195 58173.45439877357 0.002626012691648059 -0.42109853411664133 -0.31595523926424796 2.677068105548519e-06 0.0023764450634189416 9.675314966800724e-05 0.17371737424359204 0.02570194308725405 17.19281620899482 18.387360660107912 17.6659059687424 0.04000300449919384
ZTF18aabssme 0.11342493356082001 58185.26359894678 0.002265701104321044 -1.7040252143135817 0.026891880418527987 0.07895650591057882 1.5674716421344783 0.00021368700988247 0.9584418309328185 0.09413601611320291 17.205998483283366 17.77690830085561 17.32077082977655 0.10239996911924132
ZTF18aabsygo 0.09439437706813664 58172.256776463946 0.008943791486028396 -3.3330073872572803 -0.8223535746190821 0.007970174974182023 0.670626523631654 0.002263771570598192 0.6721844972271929 0.1782135839847886 16.079329389662725 18.13139791552523 17.078797405747828 0.2748117235671461
ZTF18aabsyqp 0.04374816314102255 58182.310741747766 0.001559830843723938 -1.8505462099417713 -0.300976337404617 0.007901056173161607 0.17039564333754242 0.00010283440681327866 0.15023950236614173 0.05849965009548382 17.760971396567133 18.902985313745905 18.21072927213197 0.0715789401275379
ZTF18aabtaor 0.13014755268880154 58190.224330526515 0.0006922589126722611 0.9023363575858424 0.02992385066649452 0.01342687915103831 0.2364128108456498 2.9163755657934526e-05 0.18491492473119883 0.036385809100824 18.472090964263813 19.085663220086104 18.604518757764556 0.04574032172776104
ZTF18aabtiph 0.12508359053151916 58178.97449419959 0.003557590367137291 -1.5269030997160544 -0.5890555368534479 0.14649391302617487 114.01708901294114 1.0000010352729698 1.0151675567212266 1.00035643685831 16.983059861568638 18.64488730497374 17.73650711846898 305.18896689759754
ZTF18aabtwqb 0.10141052359832503 58190.1000995667 0.0010867336233080565 0.5459479271112736 -0.04319674613693024 0.013028120574227448 0.43569820782431634 8.467226506127011e-05 0.3194038624491789 0.05208471767727056 18.020336130511588 18.754149751713154 18.222696397085414 0.08459455173205574
ZTF18aabukgo 0.09124788542035223 58796.94264542371 0.000732886473383321 0.09037144366298096 0.8282082037687714 3.953191195921191e-08 1.3521341315936297e-05 2.7275766152086827e-05 0.3787242566428422 0.03876134147462718 17.997671933104296 17.245579343895024 17.345701872218232 0.04040774103405762
ZTF18aabvpeg 0.04267052206876923 58176.21355230886 0.0003875472187029487 0.06405010172657083 0.5144183519901152 0.016682212040159863 1.9670872330971179 0.0001005748844014571 0.6106170451641664 0.10630421887763733 18.863254121416407 18.634438199463567 18.511696820324797 0.28176642229427196
ZTF18aabxrjp 0.0780527247367912 58191.16657613243 0.0005420222508906358 0.8799486284152793 0.07140290943365091 0.01239284071839411 0.21425091573837562 2.4658523217885545e-05 0.2606348908547104 0.03837159697389627 18.7179081971744 19.259396873149484 18.80888503094797 0.049394008031100556
ZTF18aabyhlc 0.08800208167867585 58178.1587732508 0.001969467847574683 -3.4978800169043356 0.016765763047190144 0.0011374569074169907 0.15904886352655012 7.609817617483251e-05 0.0631632105109231 0.024326196001511338 17.374909755372304 17.929299967251303 17.48684818646558 0.041951710504349864
ZTF18aaccuih 0.0010873785493112132 58154.40754088863 8.176836627469567e-05 -0.06871022840442835 1.139596476273676 0.11672396686398327 38.49098612450689 0.8556262398778353 1.1376061276205525 0.9999997426901613 20.197635789647368 18.93126904571454 19.250474200226716 11361.17093565946
ZTF18aadzfso 0.04105341508384025 58888.25901471379 0.0005756731019226417 -0.33240381000339764 0.2935003879927969 0.0037659747356088395 0.07330135942538618 8.3895893833887e-06 0.10703963600175496 0.014833178492247294 18.552339307632174 18.69043345648789 18.412448133471454 0.01582300945828034
ZTF18aaemivw 0.18562459908202328 58437.26225178828 0.0001801105300663485 18.147339599820878 0.4049275561036909 0.004540028067406804 0.29470651650990476 6.775859356046965e-06 1.1049142336103863 0.017919420242318778 18.95970199771393 18.944924128825186 18.902642275537083 0.04084600616354426
ZTF18aaermez 0.08237933672207469 58520.27710883224 0.000512139865536392 -0.6355986685911099 1.1283587080932398 0.008976238715869618 0.1448077467684925 2.4560183252216595e-05 0.18665015857909742 0.029410627711519963 18.217373021820737 16.958948926997927 17.273171966882362 0.05206757361975168
ZTF18aagrcfl 0.0810395616031941 58193.35056494603 0.001060298336866934 1.1489438839402255 0.1529612677561908 2.7634693245820463e-06 0.00011022271792171523 9.273999581951471e-06 0.0802943877172125 0.006744128349195306 17.94674660169304 18.352905190566766 17.959824552322644 0.009496494296868947
ZTF18aagrcir 0.15950335638901764 58205.020940079296 0.0008373283657235717 0.19939612882463162 -0.11070394843356178 0.007623371442036994 0.075723445352196 1.1671794129716085e-05 0.08565693569418749 0.005292424640901172 18.337596085697303 19.182715989295566 18.605239199644636 0.015134432296659756
ZTF18aagrebu 0.11666462454141172 58179.45897890682 0.00140097438805366 -1.1621691962213316 -0.01860381288125825 0.012598635722347831 0.5986570985878643 6.98381293024116e-05 0.07913859907228683 0.022775382243844275 17.7456855062414 18.40556168362553 17.910428013623164 0.05412360575809727
ZTF18aagrgao 0.19567414283631776 58175.66049900942 0.0006177733377613684 1.1372577093707026 -0.3312351826378288 0.04396597449876248 1.1589971133798826 0.00015942949749277486 1.281905956202728 1.0011687346030227 18.75905793749533 20.00830134217837 19.257551517168515 0.28019722923226087
ZTF18aagrtxs 0.012673509022561103 58213.0093107763 0.005782445114887376 -0.9532204176977476 -0.10525214072124497 0.00045830934422390075 0.012114272689359495 1.367874734450616e-05 0.011082222015724423 0.00248043331719653 16.245296395925436 17.05990355865208 16.49939379985724 0.0025683791082483486
ZTF18aagstdc 0.009657541035533868 58212.90893901794 0.002680983176399331 2.201706822962923 0.32159649982256894 0.00033265468891757743 0.012507172807090683 1.0414847076535541e-07 0.00047370539675731726 4.341195083509351e-05 16.839581246372706 16.979887349819407 16.703488177262926 4.217772285017021e-05
ZTF18aagtcxj 0.022529734380615386 58213.80882174147 0.0009771957629941318 -2.0518973622921877 0.5200217864961585 0.0010694722509477107 0.02405046168132685 7.038191069589111e-06 0.0262903633104663 0.006622615238405572 17.872754365203583 17.59518300715683 17.494173814539636 0.007819946780002699
ZTF18aaguhgb 0.11325285451531258 58215.175625737 0.0003880044755623681 0.6710724521612508 -0.006137974348942594 0.0026609707645269334 0.0555389246364939 3.3546430372303936e-06 0.061853503960444145 0.006635063840650632 19.1199728577566 19.791736251312308 19.286277824953476 0.009387153058690307
ZTF18aahatvc 0.07541087443994007 58986.463676141975 0.000904578733933623 0.8712368500924018 0.0559383250901817 2.0769199548936745e-06 0.00014597461995435879 5.0868594155286386e-06 0.054962505976176926 0.005932973907733058 18.169404682445858 18.73743053095585 18.275658752317995 0.006105590623313825
ZTF18aahesrp 0.051185360278685234 58207.36333885894 0.0007066005237822037 0.30928278502684575 0.17414890069852934 0.014083175383183186 0.839873137541872 2.0672503846530363e-05 0.4879296475517012 0.05805549509055623 18.384648748053586 18.738748773173825 18.3684397115068 0.03176460406374949
ZTF18aahfbqp 0.08395194034953 59208.18227346245 0.0026129413408878636 -1.177501664086793 -0.12759349760007485 1.3701358132701957e-05 0.46395788290465134 6.964927108277794e-05 0.40817113744342437 0.028412641048767808 17.119493814957714 17.969041524563078 17.39485827301418 0.02894084687867119
ZTF18aahfeiy 0.06404043104639426 58214.643559844546 0.0009092220582896767 1.4055198969692906 0.022976209437329156 0.004144830190307647 0.11985074232870829 1.4001941523699327e-05 0.11156742680106979 0.013927938540605008 18.174454803808313 18.80947334807632 18.31881187855497 0.016720244202811787
ZTF18aahfgsk 0.06543891549298358 58215.91105458631 0.0014500156045830685 0.2549872093474148 -0.08934945486374664 0.07743429951859675 18.24680939755126 1.0000010001566486 1.002347161803249 1.000047095704197 17.73110135093783 18.539974931484544 17.977599021720405 748.7762802225853
ZTF18aahfgyz 0.12948588506605183 58216.12092403966 0.002509056549570842 -3.139223680188799 0.45241965561670094 0.000990678651683785 0.057832313195831375 3.6082557292131175e-05 0.03211272973189185 0.013614550692926006 16.892668894761577 16.708427859866628 16.569952270121444 0.015613892328982023
ZTF18aahfxnn 0.09723447461383818 58222.373150067564 0.0006665068186517203 0.1386787239687087 -0.10119930938193075 0.003935573455892322 0.18514015778782777 3.486706893491438e-05 0.30338479376392125 0.044583043298641455 18.581399169042065 19.40883517905227 18.838994171349654 0.056798277282464976
ZTF18aahfzea 0.09956069293848746 58225.25138377052 0.004426124990927459 -0.017268282065223118 -0.09493042701598381 1.2292087138571217e-06 6.115956784924492e-05 2.8521552768865125e-05 0.04817121039150846 0.0048359078861211855 16.524123804547315 17.337801663042242 16.77425004050677 0.00699638679896102
ZTF18aahheaj 0.09749535821135749 58225.332246173806 0.0012766100827922464 0.8816953757298116 -0.04168115213629105 1.4311928832333454e-07 6.300044333329424e-06 1.2366779583871416e-05 0.07546352534470877 0.008320470849825835 17.841873857533127 18.57919382235811 18.045589424046714 0.01051774579525859
ZTF18aahjafd 0.08453223364007799 58229.98168139639 0.0012992496586664577 0.20902807907113652 0.2684121554505937 8.474423822124599e-07 4.525290569290519e-05 4.994319359648957e-06 0.05425632231741418 0.004159453571101744 17.67689907610115 17.867802299891043 17.566788492758086 0.004173573039427192
ZTF18aahjaxz 0.11408055412290559 58225.9671385014 0.0004848657685035281 -3.4443747325957084 0.32866995129082544 0.00509839830240346 0.08835070409622858 6.716735116414797e-06 0.12840608402967232 0.013962616020123561 18.74354906453055 18.763233149517536 18.540890997637852 0.015040456487925461
ZTF18aahoymn 0.1042256052266051 58216.63782066034 0.0005004350115957154 0.7173373816121406 -0.02599048868690404 0.015563397002158322 0.42205626474606106 3.6790968772354036e-05 0.43156438135304565 0.057490098482390686 18.852703251122033 19.559757420363894 19.039268457959203 0.07982112737655729
ZTF18aahpaoa 0.13570579093204405 58218.2743874238 0.0003958886409639244 1.1446405966780104 -0.06859524571853294 0.020641981292805846 0.4956577208940871 3.7606561563556505e-05 0.6898161348155291 0.07856073365511229 19.12330009715724 19.912248631879383 19.35634081683525 0.10313709766110594
ZTF18aahptcq 0.06182224767634603 58221.199195314926 0.0006879647374411502 0.8243038047304541 0.21292901316316043 0.007660534670356909 0.16669964972606977 2.753449924673002e-05 0.16126813204049867 0.03301421714635496 18.38970409011521 18.686912600131013 18.340298350925245 0.04345455673099454
ZTF18aahpzhc 0.10224674783697088 58205.072099484685 0.0013272661013079058 -1.6747589053489014 0.1685673593777945 4.406063296713558e-07 0.00030973156026448123 1.1936466251462061e-05 0.08286135538036053 0.009745423796754638 17.717921233816742 18.044961181411963 17.690402058555616 0.0097643219798314
ZTF18aahqavd 0.10788006348096986 58215.07858168025 0.00023557869288085164 0.5053049302771697 -0.04406448314049287 0.015814980700270147 0.38163532396720257 1.1082302364125748e-05 0.38443860124875684 0.032579137915680616 19.681048350078218 20.41563096063047 19.883946310618455 0.05107616805944999
ZTF18aahqmsr 0.08983624258932546 58233.902628790405 0.0008143767835275907 0.8431418704403949 0.04774528886825125 0.0026947821114846615 0.06432202495852835 7.429702962961552e-06 0.08733286915857395 0.009898892884446777 18.287672526268906 18.8693314861887 18.401805518244466 0.009905362800918806
ZTF18aahrdpu 0.14014793269432488 58222.24514935128 0.00042085995240853956 1.4856176667096965 -0.032739215460501125 0.027619136365840014 1.4955864191288128 2.4577634220866643e-05 1.087360004540929 0.07329258336992234 19.036546734766254 19.769591686252497 19.237140765162046 0.06340548001344073
ZTF18aahshhp 0.10648539522279608 58912.27827860149 0.0012498888207309337 0.5246926049033472 -0.07704687078240323 0.009101162013018645 0.25070384365608334 1.1608042048900552e-05 0.22311958341318794 0.015167686736207824 17.884487121500726 18.676806696625324 18.120680727169155 0.010083514077256635
ZTF18aahsmrw 0.07316083362412568 58232.12704870209 0.0003329508174430086 1.6231168603112507 0.19367385979315033 0.011792201958051717 0.569268256338546 7.508807705410221e-06 0.4120221158983975 0.04094647785051686 19.17874876677988 19.5243768019616 19.15746238005281 0.024485851823223635
ZTF18aahtjsc 0.0555813293526778 58576.289302510406 0.0006547113222576768 -0.23205605070275934 0.2856627375484566 0.007593014666701148 0.13529750363886706 1.0655594419796729e-05 0.1328131202852299 0.02259883717975 18.415848312464632 18.56916464890736 18.284604244726054 0.017670634753798698
ZTF18aahvndq 0.11607930419361456 58992.260499520155 0.011405565544114751 -0.9402728919716797 -0.036711716243629136 0.0008484870596659616 0.03700371920422185 1.9494754060978037e-05 0.02041419793691738 0.0018479904022475973 15.475917807488413 16.171332452685295 15.66057308657846 0.0018557747272585814
ZTF18aaiajvb 0.14993472904071212 58212.9504235368 0.00037321092334344544 1.9537282571738137 0.11137571384798652 0.008337850713045825 0.1079737828222278 4.2616905278724095e-06 0.13517691287417352 0.010790882296849406 19.09136806639484 19.58482459970596 19.155365846140977 0.012398007159420197
ZTF18aaialps 0.0030985916763583313 58208.13803554061 0.00020408288682810687 1.5714307696918866 0.3067870643848719 0.005636142010429224 0.13518259455668158 3.0968264783073873e-06 0.28459514162083654 0.026553057266075104 19.653257384562377 19.804860256087878 19.520981479847595 0.016475348225468534
ZTF18aaibibr 0.10065419263445559 58207.40064591134 0.0002789200210168392 1.0770411845355328 0.4983572940550309 0.004455706723166579 0.09880872819849174 3.3988024858506358e-06 0.20951980370667303 0.016756952783951402 19.219163833426034 19.03668168616052 18.895024075035394 0.013230326379070425
ZTF18aaifxvz 0.08992328931303113 59006.31967171063 0.0036484034587400613 -3.3107605197479244 0.14235383351667297 0.018504592312417828 0.0861727110168431 6.25644826073075e-05 0.127070609427389 0.040979914912366786 16.64419546572578 16.98523865039918 16.62987108338429 0.01861869847096693
ZTF18aaigbv 0.19995419123190247 58205.405634772535 0.00021554144838538492 2.4289605102197367 -0.17815107062426705 0.14579695535832626 2.809166711038415 2.5707672595161373e-05 2.2314494208521185 0.10390023767837482 19.81815284321145 20.822264675966196 20.176145381021566 0.12949597901341592
ZTF18aaiiigm 0.08072468799832302 58548.61260222651 0.0003761923856634504 -0.290343112973345 0.2484068448940289 0.007079012455907897 0.11802870053361403 6.495735380043788e-06 0.13401326149258486 0.01845786242794364 19.036770634719122 19.252624885076383 18.941725074971814 0.018747468974428683
ZTF18aailmnv 0.043154915986241583 58327.240110077626 0.000798751090253077 0.6374863575824711 -0.019987204120033818 0.005384767680833801 0.07529468764550984 9.604816671267048e-06 0.09578176967464684 0.010565528446630142 18.342892974124673 19.03806657198951 18.522762291437903 0.013055753322045524
ZTF18aailvrv 0.08664088674980293 58230.43618663707 0.0005190657669874728 -2.345019922121481 0.16316062587076835 0.004670829504826869 0.04325789572976646 2.4164474045013244e-06 0.050574043481152346 0.008056746744871349 18.744608503379695 19.06831545831618 18.71706621225728 0.005054512550861825
ZTF18aaimxd 0.09559707751509251 58217.50418242218 0.0004976481872581682 -3.3746856253803603 0.4889649647349523 0.0028851131896311805 0.06560943739168579 1.0610140221318398e-05 0.08997588902824775 0.01779859255860432 18.631594924593614 18.38118920006884 18.270525877097562 0.02314850866696638
ZTF18aairuad 0.00019698761234013818 58310.02852389874 -2.242159679443953 -68.5351774170791 -2.131341017582905 0.0 0.0 0.0 0.0 0.0 8.65843474652387 13.177154144109839 11.27802202049471 0.0
ZTF18aaiscil 0.0915617901596641 58195.85042701386 0.0006621680352955153 1.4579045772508126 0.2974949433434175 0.001205561094071203 0.2731102540565189 8.516178045202462e-06 0.08551001992274815 0.009475864962248007 18.38152690976506 18.546629666200296 18.256763412038794 0.01396371062477538
ZTF18aaisqmw 0.03877972964698129 59204.56777223124 0.0007992170795938408 0.02055059387781101 0.17217994353161672 0.0025830156964279406 0.09348094420784037 1.9858635788660243e-05 0.17117784163582267 0.017988036579304856 18.254264907997253 18.606430577472594 18.23739880179378 0.02697795180229541
ZTF18aaitbcm 0.046809604284981904 58223.8895503281 0.00045726584121684065 1.8643948466636424 -0.01827901076140111 0.009694228417257644 0.1173619588589645 7.217140446838907e-06 0.1527318342102619 0.014059132512317735 18.93511872542377 19.65034216744601 19.125741848017977 0.01713644443045416
ZTF18aaitowa 0.0777457077452862 58220.376816200245 0.00023228805000843425 1.7408436447490137 0.16956571579910792 0.009251145936278363 0.19503281423385488 5.3642643739016e-06 0.2656005843052538 0.02796873651860694 19.58021421440347 19.969500002069182 19.58410856906459 0.02507307647736375
ZTF18aaixjrc 0.08166634977806791 58900.49276980714 0.0003008237407961135 -1.3098599984526782 0.03583193618260078 0.009737064826711259 0.07262575046115671 1.9801100936208544e-06 0.16960435810070104 0.018478525707956283 19.391254374638088 19.954001381579968 19.4999276144843 0.007146634146499338
ZTF18aaiykoz 0.062474672069966035 59025.16026676005 0.006033131105823954 0.9052705973856525 -0.06897940941533756 8.673889995147732e-09 2.2416497813537717e-07 4.078093282893955e-06 0.005958485104406889 0.0005683426564151218 16.168270846216217 16.953485365993426 16.399543808816087 0.0007339030838140886
ZTF18aaizerg 0.08324485180078654 58852.383925266964 0.0006304688475325003 -1.049612239214988 0.09540280055377134 0.13762770479088693 108.07554623559554 1.0000044449474137 1.0004610885697025 1.0000009999995 18.557427627162866 19.022018702330634 18.60820101703855 1722.1168580300005
ZTF18aajivpr 0.04875474135416185 58954.675100241104 0.0004960868773458382 -0.9648640665877473 0.4439592328544931 0.004263541706316175 0.08329258863523137 7.553277745605704e-06 0.06291504018500046 0.015687954234313118 18.640914384147727 18.511902791273407 18.34739220989183 0.016531110753975634
ZTF18aajnrgu 0.07489996400361548 58224.31785183174 8.771522324111976e-05 -7.871829278894487 0.41033262504673323 0.03404634720434549 0.7064846163229959 1.4895634991988426e-05 2.869150863706139 0.1410326973817406 20.589336782924356 20.385265108109188 20.263463938487778 0.18437768959678524
ZTF18aajnuef 0.09427602392454798 58228.66596133358 0.0004273708646422102 0.6225534979403279 0.15649872471343446 0.009527113467162722 0.29955413243806106 2.8388468768813985e-05 0.38868659869529404 0.04572137869820588 18.9366024070639 19.326797200761224 18.940796058752426 0.0721209396568269
ZTF18aajnyyp 0.08241441349614945 58231.62267451471 0.0003813563091202658 -0.5464250511428874 0.1208079662191506 0.004661049108080559 0.09829547501067282 3.0094886098037375e-06 0.11107294763052002 0.012781304839007841 19.087233287321663 19.51729601099764 19.116634436735122 0.008568130809239282
ZTF18aajpjdi 0.0912193091618637 58237.365501559114 0.000722808698332855 1.2243989613982342 -0.028075034983236498 0.0029822242634155102 0.06777819273702335 5.239077736308771e-06 0.08459480176540689 0.0066007925009512955 18.449799607642483 19.1698346648769 18.643105709689166 0.00786965678605218
ZTF18aajsbbq 0.12082108219253435 58236.438316348394 0.0005636202351149839 0.686306453821545 0.06797143386591495 0.005037554368427559 0.06092910856750677 3.3151567692047984e-06 0.07378383952154081 0.006827362162416837 18.678914971993393 19.222734686147067 18.771470206379803 0.006386189679723494
ZTF18aajtlbf 0.11289966716568905 58228.28614131408 0.001443438127683289 -3.766022901634657 0.3630833418516813 0.001556712366481118 0.03709811533190077 6.343582525105222e-06 0.04270623164659876 0.004263731529263078 17.543785599645517 17.498790974208113 17.303878773721785 0.004771563867744071
ZTF18aajwdwz 0.060792086036907125 58228.58009604504 0.00035925863789744574 0.4262643743301654 -0.017166035986073084 0.022956193169905655 0.40919876196130645 1.0275508106629502e-05 0.5125952108128348 0.047796760673615955 19.210833531280485 19.897259514259385 19.386109469068884 0.031054204399778546
ZTF18aakaljn 0.047402388061434 58233.6023852483 0.0007464306839692908 1.4455470095420806 0.22391536975450835 0.025148092952782773 0.3885341514578613 3.22875411466427e-05 0.6875482213465782 0.10131768677695643 18.289115370459548 18.57946404551316 18.23597561815518 0.04696451142537708
ZTF18aakcsq 0.079816957672877 58236.57543208836 0.0005307701063599588 -0.8181931351948439 0.02740098977282706 0.008335985426543714 0.19744605950108962 1.2107264101978244e-05 0.17697612977313196 0.021800651505585467 18.77531727875138 19.361699693647857 18.8961778833779 0.02476645692470724
ZTF18aakdyym 0.11289282453674042 58235.16406326075 0.00042787859338416795 1.2127532233690816 -0.011910612017052732 0.003586356122245102 0.07425278846130823 3.272410358545836e-06 0.12370671157775415 0.0066053415355057194 19.011492394452073 19.703277958026636 19.188570147002668 0.008303697492780928
ZTF18aakecej 0.055731039140449794 58231.202819912425 0.0007287617817766547 -1.7730601180609773 -0.04084916402166785 0.0035394011673320173 0.04330260130154784 5.377677609333685e-06 0.056667650211496265 0.0061702760040946375 18.46986184785078 19.157094422128534 18.652837218929083 0.008011862619546832
ZTF18aakglgw 0.03769292271165772 58217.29544986381 0.0014722087736307005 -2.0317222077904122 0.21580835607155657 0.002963405364531553 0.05180787566496292 1.2143131286149087e-05 0.04566632315548097 0.007258544271077319 17.584540808116877 17.82383819211404 17.506833378208107 0.008955412786998131
ZTF18aakiwbs 0.06774304393876841 58948.01182072695 0.0007971070306102286 -1.4930417242516967 0.11458209478171703 0.004155438745990746 0.03997105415692204 6.982844435392494e-06 0.044278277948678564 0.007518349650713399 18.29664078276194 18.71995722388983 18.32468071899942 0.009511303657546967
ZTF18aaklpdo 0.038138282813945434 58434.70515295233 0.002119684181068787 -0.9029044226778773 -0.1226602178655715 0.0028316407531712023 0.09282324211017112 2.0950700738767028e-05 0.11108920220806452 0.018084138385248943 17.342530423213045 18.18846596065392 17.614680269900564 0.010731284646216869
ZTF18aakoyl 0.10133280559530658 58238.300628011646 0.00039332797769281436 0.6116933849627101 -0.04136470695344539 0.008355271291578016 0.1682092182636552 7.346379520436304e-06 0.22560411245563594 0.014886787484815766 19.122343853089188 19.854170802368326 19.323411845645573 0.020278827522055207
ZTF18aakpigz 0.11190827602290854 58828.91603134171 0.0008176090889631192 -0.452808349799764 0.14361245044053642 1.792509370073664e-05 0.000563323079404654 1.1640255830088332e-05 0.113720808608146 0.014832503661241588 18.247327345064125 18.639868119380843 18.254772814392666 0.015457566895937337
ZTF18aaksugk 0.057897373957145705 58183.007882149475 0.0017945479179956431 -1.0826504182729668 -0.1252118234538239 0.009924078904236546 0.4272578711024835 0.0002577388610834933 0.6375611081781454 0.07182761198695431 17.52570563931653 18.372824187830286 17.799265012427515 0.1559369967473636
ZTF18aakzliv 0.0892020998088891 58239.9979741763 0.0006534417302615077 1.5262879055130334 -0.10370016555659588 0.004358657875788027 0.05569118709900067 6.21593036401717e-06 0.07224710482991063 0.007226056711220382 18.591804529471087 19.448958471925163 18.863654880002727 0.010328175153074355
ZTF18aalcxig 0.09056454116763413 58241.798548786915 0.0006173888419969363 0.7236523921487644 0.011267137105462989 1.0518452642216403e-07 0.00012140682520112023 2.59055478902357e-06 0.042646744715447854 0.003969294269860477 18.60691859015714 19.249482901431367 18.756300699004985 0.004555733653615989
ZTF18aalurka 0.10323171343901281 58233.497699830084 0.0014075466013799302 1.6846186476528788 0.13085054943028623 0.009783664150809224 0.1036009173221828 3.123322054066242e-05 0.2566850501509544 0.025714141613847528 17.644112109692635 18.09867108909473 17.68523056470061 0.02409230237844116
ZTF18aamigmk 0.025145027555719724 58244.21775509015 0.00990950248510554 0.7184096822160083 -0.09871537232176526 3.148729194046851e-09 3.7427525967359543e-07 5.741842047665866e-06 0.0038568129128617916 0.0005461250475951721 15.64499249448753 16.47858500784133 15.904550127685544 0.0006291058307441342
ZTF18aamlhee 0.19932256958220518 58188.33493365289 0.0007968089755355451 0.12254572888080066 0.24209532559692995 1.0522588217432016e-09 3.2177194952964783e-07 9.55843697666472e-05 1.0188865796724416 0.06484923010626938 18.22177375849661 18.456037797560555 18.13674623253494 0.130243777430953
ZTF18aamlqqh 0.0730689235344453 58242.965208719936 0.0011449121088678987 -1.4721081639279432 -0.05407578846558369 0.0076405847390943055 0.07917107029425097 1.6518910306391342e-05 0.07110443269339875 0.014909446195015032 17.983524777111228 18.69937089305442 18.182042871547534 0.01566511424229392
ZTF18aamsgjq 0.10221038828071843 58421.422122384574 0.0010564841992800208 0.9845352110447336 -0.13947612711000681 0.004350188927676475 1.7248215346917277 6.786174020489597e-05 0.9820593286070687 0.031067702765135354 18.091952949370842 19.001531238116357 18.394764287753095 0.06974070062624484
ZTF18aandjhu 0.0713281743284029 58621.68754610786 0.0033951413608043143 -1.083077411356591 0.23928526652609183 4.555773869263646e-09 1.9470462575554848e-08 0.00010379359700539488 0.15024641836734667 0.022369246623229644 16.658756850117452 16.875571938612016 16.56574224547908 0.033192275111671686
ZTF18aangpk 0.08313567543676224 58981.85122785242 0.0007334004854831877 -2.3363705051985746 0.03802978472437967 0.0030021526357064954 0.0438389481860213 4.585343694789727e-06 0.05425308555837756 0.008157446523698573 18.429654654753598 18.969384198425633 18.52847617492519 0.006788206115534052
ZTF18aanygjk 0.10381367281961203 58653.19073675441 0.001238467418268964 0.7568189753627532 -0.0006117696828502147 0.00014346948726121078 0.03840252579902881 5.984518773564035e-06 0.05249365054533746 0.004772873938482299 17.85647362840613 18.52023023044238 18.0180119976031 0.005246491433416195
