0,
0,-0.207347415146927
8,-0.4333042056485539
23,-0.29861031581666
24,-0.297393862066734
25,-0.22037503851696272
27,-0.4118077279539136
29,-0.4494014193235998
30,-0.42998831312561236
42,-0.25415638184138345
82,-0.3567222769198537
85,-0.3145435624843955
88,-0.4156159733775979
89,-0.352688092850876
94,-0.2636894034527728
98,-0.28965703924806974
100,-0.4824486738835674
141,-0.20630874831378776
142,-0.21425395637217548
162,-0.21951208793267085
173,-0.43501385505763324
202,-0.23722562165333727
210,-0.4724190500869341
214,-0.2658928496007391
230,-0.2282736949736588
252,-0.2512718396130822
266,-0.2487681803043884
268,-0.5003266171194767
272,-0.20514912081078762
275,-0.29381396809823457
281,-0.2659505812539962
292,-0.2559711425612221
293,-0.28397317007441103
299,-0.2386104107958431
303,-0.3410760952942127
306,-0.38813967159079965
311,-0.2322111458587912
317,-0.48680907779127125
336,-0.22692992601228212
341,-0.298128069604914
345,-0.3028964232429274
348,-0.4054457404977043
350,-0.3423824294053617
353,-0.2514551070644444
354,-0.22037238772333012
357,-0.23740226590910396
362,-0.3433198012783407
367,-0.26684810951779525
375,-0.2764967326804637
376,-0.2063650977792264
401,-0.2484968729597341
426,-0.43916481994623524
430,-0.2561464922886003
431,-0.2779053386035244
443,-0.2348413399170468
450,-0.24127215961044612
458,-0.3460385885556789
477,-0.2507948834105562
478,-0.3288501964605004
483,-0.29300772566501365
487,-0.20447435248651402
494,-0.24257795798985882
512,-0.30375973170331605
524,-0.21128326725250446
537,-0.2237757687711337
550,-0.21214626710961682
553,-0.3611084283067427
556,-0.20795210313177392
563,-0.21032332023229117
577,-0.32871637539195575
579,-0.38607754341983025
582,-0.2637226558971548
601,-0.31549412036930136
607,-0.2040894951181329
626,-0.2646186091246179
630,-0.436974068862078
635,-0.3856353253886269
641,-0.22447952727087284
669,-0.26947588439450954
673,-0.2510505598812145
674,-0.30826693800818106
713,-0.2041108288376421
736,-0.341553970650736
746,-0.2445840247190887
754,-0.2860791877121258
765,-0.2631634891828938
770,-0.2503820703126607
772,-0.22280922703483697
781,-0.29238301706580216
800,-0.2699498172452053
801,-0.37887667151990456
808,-0.4104372047937659
885,-0.40787444845057763
925,-0.49578258103311157
926,-0.23810012354550736
950,-0.24042537511251538
955,-0.36503917311949863
971,-0.5674414923271698
972,-0.20822054630405518
1005,-0.32254604386337604
1006,-0.3772860656874357
1024,-0.23187505922574303
1026,-0.39269265559219235
1031,-0.20868553058564743
1046,-0.2105513396943124
1057,-0.4351206683045632
1077,-0.2768717465042059
1086,-0.43613634073770413
1090,-0.26707694591668485
1101,-0.32528873334002384
1117,-0.4732362190672035
1118,-0.40463497600507736
1149,-0.2000354483359601
1154,-0.2444070428316465
1158,-0.23775548440671912
1159,-0.34528844889877774
1174,-0.459564759569453
1189,-0.20859928781099768
1195,-0.4111013561977259
1218,-0.2452946653672754
1219,-0.4234823385964077
1222,-0.33516201729279516
1229,-0.3455837842941847
1230,-0.3315677246343469
1231,-0.22361654634116945
1238,-0.40619900939210396
1244,-0.35077643010026094
1249,-0.37236814476333535
1266,-0.27743484382883565
1270,-0.45564689188081076
1314,-0.21055936862108382
1327,-0.5511753519940683
1338,-0.44692014638268773
1360,-0.23783099372586491
1361,-0.24582205522766287
1362,-0.22920071289597388
1383,-0.22659707238510407
1395,-0.2776579790092981
1401,-0.24198179279707688
1414,-0.35436680539316967
1423,-0.32663208428881063
1425,-0.31391227534419386
1437,-0.2664567752434692
1454,-0.3058295416577437
1463,-0.38659023787767666
1495,-0.21840135094708302
1510,-0.21204567563906807
1518,-0.30589342601267333
1542,-0.23877689930286294
1543,-0.305313357332615
1560,-0.3503012055696644
1569,-0.431823571197711
1590,-0.20850000189536644
1597,-0.36397753220568774
1611,-0.2973839534690228
1613,-0.4770752325164409
1624,-0.22684263156593687
1632,-0.5322585546457219
1634,-0.2555236178629059
1651,-0.553564382942973
1654,-0.3979347322804969
1656,-0.3888802965668319
1671,-0.2714415896792488
1697,-0.27701588951490663
1707,-0.3085575522780175
1741,-0.245872032053569
1758,-0.2083418470074605
1762,-0.4641016721779394
1769,-0.2578619024783819
1770,-0.4683482380727355
1780,-0.3723910376490167
1791,-0.23851117214574913
1799,-0.5645378290248004
1803,-0.5244740177426692
1809,-0.4825680032998889
1816,-0.31972718405644684
1817,-0.30226727353534955
1836,-0.2539994249304769
1837,-0.2583816330568922
1844,-0.37669069589485815
1848,-0.2111188473536103
1849,-0.3559106161148904
1851,-0.23806771800989424
1863,-0.3930358626706223
1876,-0.23468684247006877
1881,-0.324001894860821
1885,-0.33385598706886555
1896,-0.2679531174198928
1908,-0.365643351935546
1919,-0.3012355123970849
1947,-0.27935831257025256
1952,-0.46359793827409135
1975,-0.38350965859213915
1993,-0.5298172660899496
1994,-0.38678991441530286
2021,-0.522967569745667
2032,-0.34895668806392877
2039,-0.253370264635727
2047,-0.35204794924804617
2062,-0.25937591036689867
2070,-0.20832333136527126
2083,-0.21340902873416923
2084,-0.21450597628924584
2085,-0.39174985293209375
2093,-0.4978214322610057
2109,-0.2685138368809774
2111,-0.23978513481687713
2113,-0.29630680273152166
2118,-0.2913912087300474
2129,-0.28794811221289507
2132,-0.27661959114638535
2159,-0.49371885239627034
2166,-0.3221379434985465
2188,-0.48013353777356826
2200,-0.205888241384244
2225,-0.22195687712643064
2234,-0.24382307182950314
2240,-0.545183871873391
2248,-0.23008497774662118
2263,-0.49006041664328137
2283,-0.30444722469751184
2286,-0.21968958062988264
2294,-0.2128459815673338
2335,-0.3803981893508137
2348,-0.29760092843333297
2350,-0.42582523041345155
2358,-0.3714924957135608
2361,-0.20975496690153506
2383,-0.23099988781705605
2387,-0.20893819150742843
2396,-0.27414497554132566
2397,-0.20807490465875134
2406,-0.2436875508606562
2412,-0.20429394090670172
2419,-0.2802629961818397
2439,-0.4096330146816811
2450,-0.233498385223875
2452,-0.22689700629472753
2466,-0.39215464459043403
2477,-0.2729935599947524
2497,-0.20040658851078774
2531,-0.24716251743183193
2532,-0.5497555602981521
2537,-0.26259991767190627
2549,-0.2616615516190848
2570,-0.21881968943488772
2577,-0.24570166575762897
2581,-0.2012670113062356
2599,-0.40009885786119526
2605,-0.2474025985472892
2620,-0.24699835440366513
2635,-0.34842021034980064
2638,-0.4070803412456385
2650,-0.2022442820281185
2662,-0.24251430072703783
2669,-0.3130521227940548
2694,-0.30824456759275876
2724,-0.44842953294651977
2732,-0.2110999089339458
2737,-0.2156029957199479
2738,-0.22844390073423426
2742,-0.2059669202343386
2750,-0.36988863556742757
2760,-0.22128442268246573
2769,-0.3039013068810803
2770,-0.37646867179591936
2779,-0.2186524838999233
2793,-0.24114186932695958
2803,-0.34518157156644236
2804,-0.2625441564014821
2809,-0.23826011183518148
2826,-0.25787406746309927
2839,-0.26049574011775434
2857,-0.26272607538189874
2888,-0.2926080178883126
2890,-0.23450062478288913
2893,-0.3420682022939374
2896,-0.24040582638579622
2901,-0.2591063394147284
2910,-0.41678005590354417
2920,-0.3178847191066154
2921,-0.5631550668023024
2943,-0.2637863493180248
2957,-0.23907084167472448
2963,-0.21938647621708895
2970,-0.21302805841017403
2977,-0.22741910802375997
2980,-0.21396524657799887
2981,-0.26607028147105893
3000,-0.41364127328731826
3003,-0.24611105889691487
3012,-0.26898118822169437
3014,-0.5662258237559712
3016,-0.3456314167060057
3017,-0.33618950927245805
3024,-0.23006764866997997
3075,-0.32965898138721883
3078,-0.25484655475393225
3083,-0.22184833267752424
3089,-0.44035536374995843
3094,-0.23433696523598257
3097,-0.43921447593248075
3102,-0.3519933804068174
3130,-0.3211354445365089
3132,-0.22740719640382423
3148,-0.21273046979585786
3177,-0.2832192197950647
3199,-0.22441843258421557
3200,-0.545353290792221
3220,-0.20588689504078417
3231,-0.3898296491646178
3239,-0.37043568013628914
3267,-0.3601915869926344
3277,-0.47322866479008496
3297,-0.2291036554517163
3309,-0.21846409661198152
3314,-0.23353908654556932
3324,-0.28828716960596523
3326,-0.23884443789876997
3327,-0.3271972932908369
3329,-0.20803255411920674
3337,-0.2282433435133413
3345,-0.23323982987696468
3357,-0.2891238415557851
3370,-0.3909226096650045
3373,-0.3110977328230575
3378,-0.24328059208023234
3400,-0.476179277239261
3402,-0.20936586615322028
3407,-0.20125731769010713
3408,-0.2943108560251204
3409,-0.30766834636817464
3418,-0.21593117778947146
3419,-0.2295027860614809
3422,-0.37686606849845816
3430,-0.23057480902200211
3431,-0.2459266166243168
3436,-0.20819243909949847
3440,-0.22960014354028857
3450,-0.320424456304373
3455,-0.25613406568597696
3468,-0.3010086019495901
3476,-0.29771628653391957
3493,-0.3243738673796983
3497,-0.20502400467540127
3498,-0.3509830494075956
3514,-0.26678067205194367
3525,-0.24865166194055632
3541,-0.4788496210449651
3597,-0.40605062626571
3602,-0.34577310282049467
3603,-0.35115480726603465
3621,-0.24082931724147016
3624,-0.24027969178175823
3625,-0.3848072629256265
3629,-0.4343584943134431
3630,-0.255409086455856
3631,-0.3060931907453437
3633,-0.2738642171904644
3644,-0.31516693982886324
3650,-0.27990341745937997
3653,-0.2101096868512542
3657,-0.4900671599260136
