salt2_extended_fitted,salt2_fitted,salt3_fitted,salt3_nir_fitted,salt2_extended_fixed,salt2_fixed,salt3_fixed,salt3_nir_fixed
18.77787208154812,18.609873698736365,18.592751351569255,18.902642275537083,18.29850974172777,18.31041313732146,18.28055641812134,18.280857645779363
18.613045373069856,18.573955724247696,18.61768465238532,18.605239199644636,18.470523780458016,18.464012916184938,18.469239204254702,18.461862919309034
18.010013316469873,18.041763587682787,18.001002225043912,17.910428013623164,17.848665510870575,17.849455636262732,17.90133337851468,17.88404377327526
16.523199326097014,16.524399364273698,16.51106675919854,16.49939379985724,16.586438595041265,16.582910874502662,16.59472231315933,16.589734505652277
16.924064158471662,16.921489011909014,16.69790865834872,16.703488177262926,16.838664732624007,16.840396236589253,16.819167566818038,16.816168928525016
17.4780289361836,17.448485267303194,17.475302069959067,17.494173814539636,17.497572315830194,17.50955361188374,17.531309002303004,17.518445808797637
19.288398438580668,19.288403400377277,19.29633075221457,19.286277824953476,19.304211655769794,19.304027647674896,19.30620571132492,19.29886224267105
18.377123238574345,18.381117767721353,18.377337347455946,18.3684397115068,18.374771045980236,18.3799287249216,18.375607688366728,18.369986365156027
17.260203929950645,17.258329225028362,17.43019922149292,17.39485827301418,17.20958888850791,17.20744424014796,17.23193182761413,17.218010823571905
18.3314846447225,18.331925503487017,18.334735651836795,18.31881187855497,18.346239974495006,18.346691892963875,18.342217649193877,18.33455328244507
17.98169091679805,17.98002436966985,17.98647835485599,17.977599021720405,17.944981241205568,17.943605525950357,17.95134278751527,17.946002407713234
16.560005491447498,16.558853437859092,16.55942928722752,16.569952270121444,16.427705454750072,16.441677779048185,16.490649957413098,16.501504542943124
18.841493763975038,18.839220649676534,18.850366472548124,18.838994171349654,18.778575316032835,18.77703194909896,18.7873627515365,18.77972034706784
17.986389192253327,17.983902112217304,17.994686483911877,18.045589424046714,17.912311166723182,17.910455208072182,17.912426977999772,17.907239981104798
17.587011155024214,17.57139317703738,17.622355177128057,17.566788492758086,17.44862439259054,17.443304209763205,17.43992256235228,17.436502111006543
18.57828714426156,18.56179078185989,18.54180200236066,18.540890997637852,18.480282863649045,18.480849795294358,18.49122591691907,18.48392410805276
19.049726651529173,19.049893850526082,19.053571032107108,19.039268457959203,19.031740301159523,19.031921014766077,19.04538698345449,19.03636321862645
19.350009382472052,19.350971749304097,19.36309537600085,19.35634081683525,19.293286269136743,19.294059172426103,19.31042845035231,19.299537791524813
18.524630388090607,18.337509501488537,18.347954498327258,18.340298350925245,18.3464967607063,18.349712900209592,18.352238304871868,18.343023043817393
17.70029655727543,17.69933920681656,17.73110063799112,17.690402058555616,17.505467995251106,17.509615807251112,17.527531236982085,17.511232391258687
19.885064266023285,19.885550019485745,19.887637911449975,19.883946310618455,19.906434886387515,19.907372645900622,19.914817586114665,19.905138542459675
18.421616480732347,18.42229652597714,18.40475965999291,18.401805518244466,18.344409422232278,18.344273132615424,18.317673513046312,18.317977113850407
19.251398829893894,19.253331937669262,19.25319887123984,19.237140765162046,19.22991393162567,19.2299695798863,19.230367350474065,19.21797342999597
18.11596784108928,18.116026829978487,18.15224393130093,18.120680727169155,18.003941787156904,18.005780205696023,18.00603581593426,18.0031900915887
19.14668996969637,19.155536152806484,19.166814013253266,19.15746238005281,19.173005205568884,19.176105221061988,19.175918579289267,19.176348062132096
18.29784042255482,18.30856399210455,18.38433206685992,18.284604244726054,18.288748811481753,18.282829131164835,18.277457412071634,18.278446257400716
15.666707355000135,15.666920427830785,15.681239435615247,15.66057308657846,15.391375458116006,15.388144705446084,15.393323104881624,15.390622687597897
19.16543020629612,19.15728417368036,19.17473694809066,19.155365846140977,19.095286434469134,19.096474191553273,19.087525908239375,19.080196069526252
19.50966965623805,19.510509741556742,19.517491957139168,19.520981479847595,20.031819546013153,20.030410667081018,20.024882663259667,20.019285673816952
18.91031777381896,18.89729921197218,18.89483774299278,18.895024075035394,18.824447082097223,18.820003373177613,18.810220247497494,18.81238214070069
16.64724843371525,16.647402186848442,16.667309360453398,16.62987108338429,16.432361320270967,16.43553702304115,16.434157268237183,16.424419510155772
20.0851906867595,20.10620438306448,20.145615445693664,20.176145381021566,20.030020250604284,20.042598066935028,20.11468880036761,20.139749155078484
18.94231571097133,18.945416517707464,18.948901344334235,18.941725074971814,18.938317792563932,18.940159337273684,18.944247701840695,18.93771180848227
18.571809385481405,18.57076657214535,18.663751954638194,18.522762291437903,18.624729806680065,18.625629494630516,18.634128326446145,18.624446619044857
18.71448956386194,18.712256290250924,18.72529069970023,18.71706621225728,18.68349494873793,18.68399278285182,18.698000825849938,18.6896706134832
18.270010547906473,18.262933691103797,18.275299528540216,18.270525877097562,18.20337824426244,18.21770091858795,18.221208446962187,18.212673104545996
19.225024987494372,19.21760569131518,7.94324057356293,11.27802202049471,20.279704768692646,20.277723210016248,7.956440831822686,7.35768146306103
18.247031283613655,18.197153134763173,18.1948552455009,18.23739880179378,18.289241242971514,18.274130233507545,18.277395191421213,18.281631225984178
19.287586710247695,19.28627250186336,19.13814891795061,19.125741848017977,19.27819342783045,19.279450035484363,19.28886564769541,19.27488820974878
19.589762959701538,19.59680948366662,19.6952536133443,19.58410856906459,19.691827286518965,19.688866484782345,19.68958973283697,19.68694632343616
19.487648184198232,19.503327241077315,19.499585644063274,19.4999276144843,19.558914478011218,19.560446760201998,19.57348929198051,19.564674778829083
16.402630364054918,16.406715365774303,16.408697886307422,16.399543808816087,16.311658372678774,16.31281289421121,16.308513697846625,16.305376264431853
18.60935083211428,18.608062206724718,18.60396084980591,18.60820101703855,18.574493523306547,18.563524140090426,18.567600186337497,18.57051653666572
18.351270363321625,18.33521346757967,18.331441345711617,18.34739220989183,18.35332268852809,18.351373466286084,18.35630652767496,18.352646695209607
20.209655998913195,20.202520342699863,20.258679405252305,20.263463938487778,20.243208578145268,20.235619117493577,20.19374029986327,20.224669158624362
18.979144538785512,18.95374894758483,18.93794267322648,18.940796058752426,18.89601864957362,18.88302282972666,18.881082915945054,18.88801723580037
18.65411647432644,18.654698882189628,18.652294223417563,18.643105709689166,18.591666627216693,18.59182999852668,18.587665417639233,18.585511678353313
18.774385022939747,18.776567400976035,18.774988384319485,18.771470206379803,18.719975124963547,18.720844225492428,18.73289720338208,18.7200170025212
17.219000354624924,17.214373200792828,17.26489885948021,17.303878773721785,17.256339922509877,17.263451677295464,17.277146222283132,17.267447211313126
19.387045789121508,19.3866422178846,19.396130732466766,19.386109469068884,19.488378074394337,19.488792819511573,19.504190570001903,19.4925296086299
18.21838623777167,18.22617657233042,18.247778608586177,18.23597561815518,18.347841985170625,18.35141989009398,18.33128345776419,18.334009513637092
18.89601006170884,18.898847936364344,18.9053628781393,18.8961778833779,18.89970738203076,18.900006425595205,18.920878873002412,18.910050228051386
19.183305502991615,19.182941625385247,19.191056865179398,19.188570147002668,19.190962827283013,19.190904577137136,19.19686807631831,19.19666692884173
18.6365573713774,18.636198645438622,18.6531462429972,18.652837218929083,18.667076776751543,18.666140069011753,18.698006614894485,18.681751486176633
17.509610039386807,17.51351294042494,17.50638745356637,17.506833378208107,17.498735867723326,17.5025627173876,17.509633893047873,17.506670481682157
17.675954394563533,17.67232993003415,17.6905623749937,17.614680269900564,17.641940263395213,17.637606907211484,17.654102588923273,17.64971895383277
19.339182021229924,19.33877119875828,19.326326491119293,19.323411845645573,19.278293403032624,19.279154675221072,19.281113850680214,19.275382426150294
18.261020903450934,18.2584387393248,18.264414847813292,18.254772814392666,18.205504685365153,18.209913067651634,18.206355661188976,18.205368837202304
17.885646811827044,17.903435271280802,17.764588785622156,17.799265012427515,17.91119257845025,17.929611258450848,17.80996848644486,17.80852111138101
18.793808993520663,18.790561118925314,18.876922033894775,18.863654880002727,18.869932438916635,18.870247340884095,18.869954189138145,18.86649747609909
17.704027475928676,17.70221818672933,17.700391096901033,17.68523056470061,17.441404573580236,17.448920198241233,17.432352302909603,17.42804946704854
16.297698774785143,16.30227051132038,15.991649544551452,15.904550127685544,15.930847576879906,15.930461210266262,15.915888100971689,15.908123162606447
18.156967896631965,18.152674739853246,18.17223831528402,18.182042871547534,18.12819705432178,18.127732898191418,18.1458321096621,18.130288112630325
18.5472587698095,18.423689686793953,18.40813157696779,18.394764287753095,18.301620087021025,18.30132574981603,18.299692693170098,18.29542735117636
16.614838292368628,16.568812513962822,16.611747219788015,16.56574224547908,16.428064755483916,16.45008193556164,16.450016818672285,16.422860610364364
18.539503142055175,18.53797391944883,18.545775711386256,18.52847617492519,18.486461023403923,18.486215250378294,18.507034004537342,18.4968129033777
19.617633143660523,19.6173090803257,19.610109534398106,19.61759043310088,19.619686408609986,19.61948911109166,19.61492067262583,19.60890947141106
19.89650651890387,19.90360756628745,19.907110968490244,19.890629011882254,19.88354715679771,19.887897286154022,19.89350715529185,19.88081875025468
19.851712375909763,19.851741275053833,19.854727419712468,19.842127591115975,19.8895761167885,19.890107162951846,19.908622221145574,19.899964695628935
19.597575822378914,19.591869610802213,19.833840451873023,19.633318195412773,19.848701220824896,19.844243176844895,19.853599661778304,19.850879831993993
19.432395157053904,19.44327940337663,19.478874440181738,19.45611903583888,19.433402299763078,19.43320320506324,19.440069303576607,19.43560307014383
18.710064672122737,18.717603650423776,18.705722993209314,18.702853751344513,18.6306847287974,18.6424887727284,18.627575084781903,18.61953721647911
17.989114737490443,17.982363885665528,17.96229290275505,17.967020654965975,17.97671436902729,17.97565310693551,17.989179746714324,17.97773043339807
18.43109063214068,18.43500849528698,18.40762463996913,18.393576250451012,18.367020280013733,18.371579265189396,18.382537918238157,18.365313448597092
19.383228052843616,19.38411876782257,19.381842871711033,19.376113405738018,19.37043394365651,19.370914823428457,19.3736370390424,19.370233811832385
18.854958262079457,18.853107112963777,18.863629140104614,18.85329365262379,18.856465391486733,18.855942953012107,18.86895081657261,18.858585140780004
18.865463499570893,18.865984447944577,18.87995555714152,18.873253615467405,18.82372541858857,18.825589831666257,18.830440362760733,18.821747658669118
17.412288764774225,17.41114139178295,17.409630991837716,17.39303916082282,17.28167908185636,17.281800787154726,17.29684425279163,17.287597436232243
18.97071537865195,18.970754191255445,18.9838022493587,18.976643055015664,18.899734717461456,18.899916107978033,18.907922642291595,18.9018753011193
18.2905234434599,18.28999372380977,18.288992270812223,18.284619079093396,18.26035544044658,18.259581449608152,18.26381577985336,18.26059176847975
18.522199475698244,18.524414266852904,18.515056153469203,18.50437155251384,18.494942837334413,18.498618530665023,18.507666800727524,18.50225797630599
18.682541496284916,18.683106769559277,18.620170465749958,18.62453043522003,18.67300238390891,18.672513207274253,18.67708523954134,18.670159042303208
19.4067379881803,19.40708735633461,19.40575456264363,19.400944384794,19.42271131551188,19.422839348696296,19.427470709179808,19.420906698057795
18.676211818636087,18.674348157035173,18.670565007351133,18.671919084571165,18.70809352456446,18.70720058968071,18.72091139457709,18.71603526401153
19.919277479948686,19.924950467244813,19.84744911490886,19.889759759474703,19.852350943772514,19.853696701389087,19.86695870686233,19.856218736793757
19.70615838454995,19.707277048214962,19.70670177311584,19.71445150015647,19.701646835824185,19.70257640983121,19.707982373031257,19.69908216272207
18.434693494673226,18.435393672698723,18.438945179897047,18.429928689576563,18.499599783410524,18.49962095022442,18.508311627237724,18.499336139150152
18.273496313244806,18.274794737845028,18.307614615596826,18.035530323194656,18.174449963516764,18.17346391946977,18.183215711361893,18.17706912471907
19.342511299344032,19.342306962459453,19.35784068842696,19.363822031475856,19.339202215420727,19.33927760418101,19.361388009723186,19.35125894475798
19.325083599981692,19.300357637616276,19.320085420809544,19.336594336231258,19.275237160582424,19.258527019157373,19.272970865732862,19.283193205151502
18.073670824309698,18.07879690127146,18.075824610444712,18.063837262608942,18.1800359021013,18.1835888441614,18.189078252437724,18.17701321557459
18.277525412847947,18.277740472793628,18.289820649911338,18.28358535112465,18.206761216174797,18.20785912680289,18.21105302006093,18.204650378263786
19.36977978340653,19.369287756297485,19.401420817188686,19.387588645404705,19.38520585063896,19.384464443150886,19.39769927456444,19.38685290395217
18.65935526773508,18.6595318096452,18.66297352121253,18.651964114149045,18.65817592451956,18.65852174987068,18.660082589106313,18.65333274736347
18.238321005245233,18.22780747594122,18.240359560697197,18.248440706658297,18.15579942930964,18.146941268146485,18.156483951373744,18.158450930061363
18.810288568591446,18.812131626636127,18.81744530752088,18.811281623988368,18.68495402630079,18.68780459147502,18.68723199241392,18.676930786016925
18.548752213432273,18.544500640510787,18.550600675360766,18.550923000678978,18.520626858579448,18.516224626929358,18.52034435350952,18.523086194231816
18.856929818188938,18.861459299093955,18.90171897868125,18.89366956035162,18.851265052195515,18.85609655549205,18.89850268118124,18.888684024923243
19.084147229274723,19.082567856674558,19.09327799389909,19.07712467228905,19.221896285543412,19.22118398154225,19.239760371182246,19.21679417545135
19.739564269041885,19.866132946783527,19.73569932736376,19.746231399216402,19.852566790603476,19.854073511795427,19.86074988879732,19.849737494652974
19.45682918960482,19.458147781624614,19.46529971874755,19.414734928542167,19.436643854913427,19.43742682201837,19.448548301251552,19.439498142429358
19.159493898338457,19.154842067676505,19.153796994407628,19.161952685733368,19.101961688225945,19.102305445500033,19.11383067996095,19.10621544384011
18.42490606386844,18.424985620535008,18.43179732438872,18.42422397368639,18.447078353838677,18.44694458349039,18.451634610133006,18.44255299581408
18.7676493641982,18.76788568227867,18.757522986533328,18.77635080568445,18.727710503713,18.728457574622933,18.736363608723323,18.73063554300819
18.14663333483883,18.1467104589813,18.42585815244236,18.242687722770302,18.06718123932081,18.066795025115315,18.19624215152402,18.06307568141818
18.942696552201298,18.944482816735324,19.012223369460795,19.015804606956547,18.942139372315097,18.943001201428967,18.96011645738652,18.964785732185273
20.711732545639347,20.708037681062038,20.803092752908526,20.796113495143395,20.706688184513954,20.705508708869623,20.713216540380174,20.700778602683755
17.774746068381027,17.772425281873364,17.774715089191115,18.113692353573743,17.990832246447564,17.992139788928686,18.002958666384814,17.995633829128934
18.722207556424003,18.722411815584987,18.726881475704065,18.71261139607213,18.66261524318471,18.66282558690834,18.660146001690162,18.654120957319755
18.62132452343419,18.62023400261132,18.62690845992262,18.616108945443937,18.66351574590793,18.663246248570488,18.671908603379883,18.662266139369528
17.767059171568462,17.770120889276047,17.777715515879777,17.818488760621744,17.60803823762464,17.611709233565293,17.60534813832546,17.59894473064648
18.360494344290238,18.362838901872063,18.38365025577358,18.36870409050956,18.361367632456258,18.364006563529248,18.38933945559579,18.37623829024052
18.44004711528842,18.38372631572476,18.37262469181741,18.322143706722528,17.906793812078757,17.91262016730004,17.912207474570344,17.90691749518213
19.571752519192845,19.59695797427302,19.77843515071488,20.235021808787618,20.016674021038867,20.04246767151361,20.1220020246315,20.102496417012006
18.800204799001243,18.800329485737677,18.80202475103472,18.792268296070237,18.766414869746797,18.76713152944493,18.77037443150121,18.762741960134672
18.849509179078645,18.84700980134201,18.834116753000956,18.81664779682448,18.86427734428171,18.86495282154913,18.869163357468594,18.8605778271926
18.01933914232739,18.023777345727556,18.03223117113243,18.02350214929964,18.110518210080645,18.111731854681782,18.121376069555957,18.11516818984329
18.59753161281101,18.59585833914366,18.5974202044144,18.577518331829573,18.49283375633699,18.491615774860495,18.502099894838082,18.492220876494848
16.806882273643808,16.79497342987449,16.79086164881948,16.796542032356246,16.68777293475921,16.690798269099687,16.673769590721776,16.669103761580807
19.396329578482398,19.418496902989677,19.422712138315138,19.311883164645668,19.26969027180511,19.27139917063769,19.284614592142454,19.27371536605276
19.5287897483861,19.52630861748587,19.285990006574735,19.61776302949883,19.1570316308924,19.15953323735067,19.519945199264374,19.512913974474287
18.190057828971202,18.46168067175659,18.463683449219552,18.43459574603471,18.18478881240112,18.180958130486434,18.193400085797784,18.18884520512367
19.07734798084093,19.076786198134826,19.07467990289922,19.06740122465663,19.040647043951644,19.0404688871299,19.046992729972196,19.041387919340384
17.779445634792225,17.77826582048855,17.769984562086513,17.764707973058957,17.80003019951727,17.799158868134107,17.810210603696422,17.80118399103801
18.97219155583595,18.978297287923294,18.969727845670004,18.956893976417774,18.89169512038494,18.893160231329457,18.89781462131072,18.886789976510556
17.05422413080351,17.03997539621159,16.92645188412782,17.059148180024795,16.953649311526465,16.960155418642756,16.95208359634526,16.939451757270273
19.09327415516007,19.09329482676582,19.097404894776645,19.088651584451803,19.04491591963767,19.04509773080829,19.043665770299583,19.037313925993725
18.492984320058174,18.491999089760206,18.58058381124171,18.49093532553707,18.4628286685123,18.461851253535535,18.458232226366803,18.456312870654763
16.267657038380385,16.266113169269836,16.251358802184214,16.243025488516896,16.320567379003958,16.321194264777738,16.320089817024147,16.31071588184996
16.046132720543675,16.045586575454255,16.04361127813095,16.039622439057688,15.761772994058374,15.76139811705795,15.751211348320455,15.747948146921743
19.363953670433418,19.367431460600184,19.36704727826312,19.36078492951714,19.36413985087882,19.366742974645042,19.371275612323473,19.36575631918368
19.551386222916268,19.294991320185126,19.299928632200846,19.429177728037534,19.327506468593214,19.32852811383595,19.622849512873923,19.33091491039613
17.563384981104313,17.56343209096261,17.488610408593335,17.566123351727455,17.49772681438699,17.498029223417355,17.519987768454758,17.508798428424505
18.75594694381349,18.71024776924926,18.759260798461057,18.797688200886537,18.722659295855408,18.732753986887552,18.715868834852323,18.707557446266602
18.85326494654344,18.856471986957114,18.849412098113834,18.827950744726643,18.941958719340136,18.94257791419052,18.97228545428784,18.959516114806213
18.8809944419464,18.88022266875539,18.83541180509188,18.855929206766586,18.93071254093425,18.93041531026017,18.94586495447239,18.932637738906678
18.919990382026764,18.919524206054717,18.916727841394987,18.925972073724036,18.855639043855987,18.854518528062027,18.858246182387248,18.858983627755997
17.027184304021507,17.02849226564047,17.027835870779356,17.015140699527517,17.022340877284407,17.022857561970802,17.0459080786244,17.031566812667823
19.1895906747712,19.18940372190746,18.991414630647103,19.013741277214983,19.146380298610044,19.145890658031902,19.164444756965683,19.147924523754327
19.020971997304752,19.021294170158633,19.022791551099857,19.01166944284029,19.035809947821328,19.035949033974084,19.04418482871735,19.0360840646976
17.264009208276548,17.305243982575785,17.31253087206471,17.30004254587531,17.155707255065337,17.154641426330617,17.154152865412083,17.151680112786966
19.579745434760188,19.56936970791881,19.577574899581876,19.582814268551058,19.609551396500777,19.6098934301538,19.613985223085667,19.607532427592258
18.264506989768286,18.255596360650777,18.25868902245723,18.256532614770624,18.213088154543687,18.206697655822673,18.209844723808818,18.206808149113996
17.993393613244525,17.99309010280141,17.99582538459811,17.76327641094654,17.79779572612673,17.79684238161401,17.797542572466387,17.79381464164532
17.956213774172127,17.944672514573206,17.956672255844,17.956512729847336,17.931272000615152,17.927171202172303,17.92466917615888,17.923460075945247
18.074923414797976,18.063295679038497,18.06316830806334,18.065797035583774,18.063086954460378,18.061124272618095,18.050018256578852,18.05076517284885
18.57696700274748,18.574909629909676,18.591089699333615,18.552121635681978,18.470226220167913,18.46989677633596,18.501571751100283,18.483997776273466
18.29324029702841,18.29494960301874,18.285610590061577,18.284405084200475,18.41209509616019,18.411728486464728,18.431630666154916,18.417613451522733
18.877619466829366,18.882851353733983,18.934559639751548,18.932364369867372,18.999238904515273,18.999850000332366,19.00401730959241,18.9967149726371
19.104871114886887,19.104899934428317,19.098292532910307,19.08902024526051,19.330506458197018,19.332493445494997,19.36394599024348,19.33510482530147
18.1292172342653,18.127941774865363,18.125870557772775,18.114263718576417,18.092628426909602,18.0923952678221,18.089240339239964,18.08362562007789
18.727010290296096,18.72805526582841,18.715653299720863,18.712669181558404,18.822205231179016,18.821085933475135,18.841706099879246,18.829362072203455
17.964907447281234,17.95157471066734,18.001990251110758,17.975926617621052,17.852407414157707,17.837201808382346,17.850365933093144,17.854099347026484
19.020626752566436,19.019911632904968,19.016710512899905,19.009217135484377,19.092615189727436,19.09232999586893,19.08429347965882,19.077199630616164
18.83086764243558,18.831960465939876,18.660897419168748,18.682279418489873,18.686426506954803,18.68894449823737,18.70205915862345,18.68757235887111
17.38635675135307,17.369149844543045,17.369004452791707,17.373274697900214,17.366269163399856,17.360109895741356,17.364213435133294,17.362858394150532
19.573105093952947,19.573064856529225,19.576792413985252,19.573937649469244,19.58566363711309,19.58624913348526,19.594077646983553,19.586200273460257
17.918646070418678,17.918042927616927,17.90067461645319,17.894004683348275,17.885328373537014,17.885465826830348,17.902030003842494,17.89177276145401
19.576330355254143,19.57553540458106,19.58327909908811,19.58191331009264,20.084988044808703,20.10023475680462,20.11435472522902,20.081424240182237
17.63744175461403,17.637254098125375,17.63133792413118,17.62581908719834,17.647082791422207,17.646859203278087,17.65835246572089,17.649925806341773
20.03990583739865,20.048819023901096,20.043683174925476,20.036925479307264,19.97782519712237,19.972167819809655,19.971730809134428,19.98582935738035
19.64584880126338,19.64829403662137,19.65858241756186,19.42386455613913,19.595678167337105,19.595926833975636,19.59719062822546,19.5869700269265
19.37479734823517,19.366187876506867,19.352470467852896,19.36736609926095,19.236972986710768,19.230065088196096,19.22468525059452,19.231970886054125
19.902310478869246,19.905603831330943,19.654452006907984,19.656027509215487,20.036087421641877,20.034753030544003,20.033222926202004,20.032582296823453
18.704873724982317,18.69975908222389,18.71637265401851,18.71579652661741,18.75637467472123,18.755757223450725,18.75923488097269,18.751697929226214
18.775252215927004,18.77526613196991,18.824570569696267,18.702114427365917,18.7268466026117,18.727533745505365,18.726794901050468,18.72356453319963
18.150839245700855,18.14899932443636,18.15556585536219,18.140936278039508,18.208390587618638,18.207891509553747,18.21262899152994,18.20602253749029
16.882573409266378,16.880388040434816,16.87855363877037,16.871951328292173,16.863889296182126,16.862970315829024,16.870109806217886,16.863143319236052
18.742453922198223,18.742699662338897,18.66655935888617,18.65886719175281,18.69210687262425,18.692378239216268,18.701488140248806,18.692103912822763
17.184863867550654,17.18589400268184,17.149270183573616,17.14335224667518,17.160057089794847,17.16216615945134,17.16535175058129,17.15371115312675
18.70106519800335,18.704625454258586,18.538982233791174,18.503436057066168,18.586639509252613,18.586577132304,18.591633448688455,18.580578764795195
20.03219065197028,20.01673364235397,19.62864455859013,19.627298877601522,19.97282436902709,19.979171218137154,19.97946374368728,19.965791770157225
18.82506538125042,18.80075102193358,18.71273352580757,18.820090286680234,18.673657590477003,18.67739109746577,18.675369839562865,18.66802632813972
18.913506681145414,18.91310979637028,18.916782894397663,18.896723441695478,18.853963464101348,18.853680539721566,18.86787987154626,18.85391309907832
18.644261836390626,18.645682073383366,18.65792095994634,18.574819291188497,18.510198578581182,18.508553600412963,18.270531733157117,18.50047737866325
19.496412356657764,19.482968275264035,19.470670109801873,19.480009757022536,19.586207091830765,19.58496050124754,19.592467725573155,19.584579063609237
18.452049093541206,18.451353885283602,18.524230936536764,18.513309135474692,18.423477402991452,18.422591550725603,18.437216509822914,18.428349832968486
17.791260383273226,17.791150195511754,18.354196171055815,18.233014645468344,17.68098335095101,17.68476810008971,18.342715280047045,18.31056159325719
19.199323790988426,19.200088140742363,19.21147236510832,19.201639793575502,19.171390982721974,19.171665500266485,19.183331457334912,19.171772652057665
20.47840682185138,20.478529731870886,20.506272736130494,20.497350238748254,20.544872975308092,20.546854270960925,20.557053207639914,20.548121327930765
19.378692691320673,19.379104723235518,19.385217754004035,19.37430015737801,19.35376170333631,19.353820566925627,19.363850851782296,19.35236946343482
16.925296815508236,16.92478381459071,16.916828294981233,16.912694695399065,16.923179948422458,16.923589156091683,16.928612467648172,16.921558809843567
18.73589328652105,18.7372888010957,18.739480175316515,18.566386737970902,18.658120671847843,18.657964012337494,18.664568530651437,18.65809730609547
18.954394770763617,18.954626536612174,18.96171280437273,18.953687855674872,18.928940889734648,18.92927004127069,18.942992809529716,18.93255417695474
18.934048237175162,18.93409189290835,18.94253090817243,18.932141781465365,18.926653266098587,18.926849649011793,18.934032199668295,18.925662923729195
18.757610576174777,18.758064131916747,18.76943473501368,18.752778488662535,18.819500543766022,18.819270982715693,18.832252879454796,18.822882845846184
18.175972414937355,18.19706855021684,18.18157011478174,18.16583349157154,18.153422622622962,18.180914152161947,18.174072774129915,18.151069502302846
19.424327036393727,19.431833590795076,19.63592934466189,19.616141043799487,19.4741111909793,19.474515435610524,19.490650713816947,19.480206519392695
17.290367432283023,17.290321775158752,17.30350885499115,17.31982366998539,17.14952492058019,17.151096031649175,17.15857645561399,17.148901359496083
19.0383277722702,19.040152970959525,19.050014825253943,19.043774043219553,19.015928037484155,19.019406666786637,19.028045376097346,19.018719625786172
18.712536338568853,18.711885134846767,18.728214483438215,18.721383744232405,18.72719235800722,18.7267834186463,18.74342716166623,18.731106513399002
19.550287311060057,19.550504375142406,19.579361540125262,19.573873884766208,19.56760214979413,19.570508984743476,19.6024695125753,19.5853949893447
19.378183237492166,19.366658437195237,19.37955388288215,19.360191951864685,19.285896952888276,19.287688763536345,19.30822868667249,19.295001424899755
18.988493305404003,18.986231397925522,19.01863353080927,18.996776505385327,18.96713471809424,18.96628574974777,18.95875202385766,18.951036779960532
19.851592711596496,19.850976563363,19.788071364420734,19.774467745649126,19.98572890643988,19.99615358470532,20.002280389932135,19.978666877984963
17.764740492946835,17.764676984237273,17.710955064450157,17.700714686693853,17.712054753319343,17.71305210140658,17.71594476332089,17.706543850574477
17.339549071064965,17.338325607808606,17.340362998053656,17.332538596029515,17.35904976019045,17.357984922602085,17.35786533615651,17.35244806536018
18.623261843564613,18.70292614742525,18.689599401349742,18.708521445144555,18.615999176951693,18.62192225727569,18.639000400343654,18.640059989282783
