name,z,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,peakmag_ztfg,peakmag_ztfi,peakmag_ztfr,mag_err
ZTF17aadlxmv,0.06196029,58878.26734732891,0.0009998772837668,0.4162656973447143,0.109711537334705,0.0670636227514478,7.425448514126389e-06,0.0662450984765637,0.0069940974866235,18.038547336714498,18.505412869157983,18.087172692826744,0.0080630677576576
ZTF18aaajrso,0.07468227,58136.7603772472,0.000571198126404,1.9725329550922648,0.1423119095515966,2.1337716645211917,6.117219023401161e-05,0.8265205629177143,0.0992065363489669,18.61365260877686,19.054419817076884,18.64761999654924,0.1162763997136002
ZTF18aaaqexr,0.07022749,58893.66017846352,0.0005493143921925,-1.6161179561268255,0.1080305228068534,0.1361585292906966,7.413406390375495e-06,0.1727597547515393,0.0125568618882125,18.70492334726346,19.137239805704382,18.73857351793298,0.0146528178271259
ZTF18aabdgik,0.02160394,58429.88043039994,0.0077719104628807,-0.7664363033223505,0.1035339887038821,0.2018802152742864,0.0001256036305049,0.1767268075235278,0.040416019202433,15.824276238850732,16.280040537754147,15.869154367942771,0.0175468322415249
ZTF18aabssme,0.04168029,58185.84489717573,0.0025421423330323,-2.395639657333358,0.0366475843388857,0.8059847260265087,0.0002644077789955,0.6185739346494659,0.0825350653636579,17.08106313816466,17.62206388153632,17.18084802137084,0.1129272325726597
ZTF18aabtaor,0.07983481,58189.360782735166,0.0008355736231925,0.0548172932891384,-0.0647256578337024,0.1497648960903461,2.674943504852265e-05,0.1394673405333151,0.0284077058104721,18.319651023381777,19.082001620077158,18.53982057145061,0.0347579546348541
ZTF18aabtwqb,0.06846561,58189.69269284866,0.0012211164305008,0.2476093198513582,-0.090771864289168,0.2666807074747339,4.861120593198642e-05,0.1520220539341888,0.0335869715629533,17.91835711950686,18.729577004428837,18.16623402833476,0.0432218786996923
ZTF18aabxrjp,0.07917714,58191.17393578503,0.0005412912517263,0.8829243391898353,0.0712034431157761,0.200644975346222,2.327783480926713e-05,0.2600113424790928,0.038178103702459,18.719442294631573,19.261330707047453,18.81064604275995,0.0466912922390606
ZTF18aadzfso,0.06210047,58888.30010583858,0.0005947155527168,-0.4701900764431351,0.2324208086444964,0.0723874830255226,7.556428825066336e-06,0.109220196892535,0.0097299644372843,18.54896087081041,18.788827199793968,18.468106490189932,0.0137953149477473
ZTF18aagrcfl,0.04793393,58191.48733141668,0.0011748364346296,1.494820208702463,0.147597769886781,0.3303020094972453,3.6765363777473854e-05,0.0959893716464332,0.0173835592558289,17.834297660855952,18.25634003304953,17.856589196469436,0.0339770587272349
ZTF18aagrcir,0.07805389,58204.60016880684,0.0009153599192649,-0.9040884446286128,-0.0789632765482243,0.0674169744052051,3.214737433879104e-06,0.0530616268246317,0.0046523148490345,18.23413913319979,19.00377645321876,18.461862919309034,0.0038130977195903
