,0
22,-0.10588493556063838
31,0.1036186742840286
37,0.056696972818038205
46,-0.055894747016886015
50,0.09117457177629973
65,-0.04606398755024799
68,0.06649597822717368
79,0.025989682712022955
87,0.01119652120473802
96,-0.10110304435299611
103,-0.07896368351364913
111,-0.06613804879079055
121,-0.08872145237440776
131,-0.1144740645553668
169,-0.08138358450092653
177,-0.10032863839768424
204,0.022808773195059473
205,-0.10709178861746693
208,0.002749357961263854
215,-0.09726086518902122
224,-0.0018360741235952105
242,0.23010704688113748
246,-0.01898417862977908
254,-0.05994590609728334
269,-0.018252959286641612
300,-0.05092701728672466
302,-0.08994480516503955
304,-0.024279890055183273
307,-0.045257331859914984
315,0.14286360068197013
321,-0.04123207559905495
330,0.01884823641503175
355,-0.07803716887652001
356,-0.08578852654868996
369,0.15781540726875676
378,0.0006904398356795127
381,0.008200668289617852
386,-0.11243962536898522
405,-0.09854224747851958
419,-0.05004171914931277
422,-0.04938569730207831
437,-0.11077814906351335
448,0.012291248609756167
455,-0.0666150822594318
457,-0.010912542783437118
488,-0.07472463727751233
498,0.26169738066176507
535,0.22154966367290996
564,0.20614738993658221
588,0.08173479169618503
609,-0.08956629110193859
632,0.22278240590909348
642,0.20924908057833136
648,-0.10808204194549376
663,0.06804776318772099
664,-0.049528335754772
671,0.06437716587434039
679,0.001889030670554348
687,-0.05980445123037015
689,0.01453531951858622
694,0.044435869628969726
698,0.0317958433846357
704,0.17587810282677196
708,0.10231972478185014
710,-0.09306058291983277
711,0.0845865861102979
716,0.1678973623835205
725,-0.10402632062873352
747,0.08521216127815023
752,0.04433112339129508
756,-0.10597725345152753
760,0.24568351433571678
763,0.030040528449703174
782,-0.06211314052617212
803,-0.08760640026476807
806,0.13549771314922054
807,-0.036442913758357065
814,-0.10891092095196342
816,0.0078042899536967525
817,-0.08320998440535732
818,0.21016627914909947
819,0.1007238389115841
825,-0.10146772861661191
835,-0.0030546674520124384
838,-0.027388919090206798
845,-0.10684654693526596
847,0.17256267008348658
854,0.07350522136061244
863,0.1061605217820798
867,0.08685143868798662
870,-0.0752918531755995
881,-0.05633741780750512
886,-0.02711211698564142
892,-0.0693933778027116
901,-0.05383184626246873
905,-0.11926805011673025
910,0.014045735107899304
912,0.23166351220399406
913,-0.04194718882388315
917,0.18347829421975348
936,0.0803853780643351
937,0.19858019688840756
938,-0.049220082300614365
939,-0.037274179526761486
940,-0.09275362061446657
943,0.23705003296485927
944,-0.11522823356699519
953,-0.07401684679664555
954,0.21100800726230062
959,0.09414875463323824
968,-0.09581798380343542
970,0.00497875951845117
1014,-0.040306269733044076
1015,0.11220120220381347
1035,0.23870831646873114
1039,-0.07819504571055091
1049,0.04995581863142462
1060,-0.001605284082181413
1064,-0.0826067408749509
1072,-0.04819559648317551
1074,0.06294584860285113
1081,-0.031140032820871966
1083,0.17913535470720632
1085,0.03794384580259447
1089,-0.04544422106466328
1097,-0.09280002617371252
1102,-0.026763132272989765
1124,0.17006259770585075
1156,-0.06284324125060436
1163,-0.052987285568818265
1164,-0.10646659273751169
1191,-0.08064775691463666
1214,0.005448550544095099
1228,0.05965470613940482
1234,-0.08802988743268969
1236,-0.09753628852131868
1237,-0.05760822578134395
1247,-0.10035263066296807
1260,-0.06915334412126839
1277,0.10481565677951465
1281,-0.03210129131080919
1291,-0.024869272309686608
1292,-0.06603938980102697
1293,0.16273322535270296
1294,-0.034752455902939516
1298,0.1302786421145612
1300,0.18900234820663542
1305,-0.0834340729733043
1326,-0.025762863243706136
1333,-0.08410453267158147
1337,-0.10159018176986478
1339,0.06035210320651885
1342,-0.009471153729172954
1354,-0.07568565423952833
1371,0.03151094914704089
1373,-0.049116138315781654
1402,0.22384511369250504
1406,0.07768170727529622
1426,-0.0850782049019898
1431,-0.0254686015936727
1440,-0.08438316704516069
1448,0.063642707856431
1453,0.023955845462936054
1455,0.12938881806738323
1458,-0.051327340403098276
1474,-0.09929954951120123
1486,-0.09403066924463133
1488,0.09017397578175235
1493,0.06018370775417026
1499,-0.017815326744646143
1531,0.21444908841311872
1548,-0.04589824276080634
1552,-0.080837517898658
1555,0.006728910923641251
1565,0.23018492224667142
1577,0.19572158811223517
1585,-0.0033511745221090905
1601,0.2393845471825955
1620,-0.08854994438706143
1623,0.14218771849677125
1661,-0.08852676170858587
1664,-0.012650006808506475
1667,-0.0769195339603499
1675,-0.05527953961056653
1681,-0.04683371421528193
1684,-0.08907508835115152
1690,-0.0712846953675168
1692,0.11182058118769334
1703,0.13203526618888617
1717,0.15862715504859182
1743,0.0037320864071617166
1747,0.04440145227152925
1759,-0.10840812808023514
1760,0.07114401081476984
1772,-0.08579161300552585
1775,-0.10390123862082845
1779,0.1574917530387694
1801,-0.09770326331835832
1814,-0.05055633798346548
1818,0.13142574531683948
1829,-0.11140296704077457
1852,-0.11260369433644968
1860,0.10536005094868273
1872,-0.08102217240907095
1897,0.08242569586580828
1901,-0.03867877755438798
1905,-0.04556678918147128
1907,-0.08228932244148268
1936,0.10511786778018717
1939,0.214005039316703
1944,0.07846004994645739
1945,-0.09911000484553512
1949,0.05705530097576883
1963,-0.00033506921710824145
1965,-0.03734356899551017
1971,0.01345281235955298
1982,-0.0362729839485354
1984,-0.09434292137359535
1986,0.14236980226451124
2007,-0.014724295084192818
2012,-0.038046024843410464
2018,0.00697049589755494
2029,-0.10837690997163207
2042,-0.10955613717398904
2043,0.11781587105900115
2046,0.14501205027055164
2053,0.19609931068124098
2055,0.060376302767416234
2075,-0.09872037086324781
2081,-0.01876323511640976
2097,0.08715000341543089
2103,-0.10203651857803919
2136,-0.05278566445067412
2156,0.003024936223766872
2157,-0.029831223823521213
2189,-0.10743200307754108
2215,-0.061784273572691006
2220,0.1283029625867229
2223,-0.08672203627116915
2229,-0.07583009728229229
2254,-0.09393336422552778
2268,-0.04882612430648692
2284,-0.07890676940706243
2290,-0.021803470369100353
2309,-0.021702351176095647
2328,-0.10643324759728756
2355,-0.07809443466523192
2371,0.07860245417894163
2385,-0.09463270359047016
2402,0.0013274573458659233
2417,-0.01329902355678314
